C0-I	C1-I
TRINITY_DN5294_c0_g1_i8	TRINITY_DN5456_c2_g1_i6
TRINITY_DN52_c15_g1_i3	TRINITY_DN545_c0_g1_i2
TRINITY_DN52_c23_g1_i1	TRINITY_DN5467_c0_g1_i1
TRINITY_DN53048_c0_g1_i3	TRINITY_DN5468_c0_g1_i1
TRINITY_DN53102_c0_g1_i5	TRINITY_DN546_c0_g1_i1
TRINITY_DN5310_c1_g2_i3	TRINITY_DN54796_c0_g1_i3
TRINITY_DN5313_c0_g1_i1	TRINITY_DN547_c0_g1_i10
TRINITY_DN5314_c1_g2_i3	TRINITY_DN547_c0_g1_i2
TRINITY_DN5324_c0_g1_i5	TRINITY_DN5488_c0_g1_i1
TRINITY_DN532_c0_g1_i10	TRINITY_DN5489_c0_g1_i7
TRINITY_DN532_c0_g1_i3	TRINITY_DN54948_c0_g1_i13
TRINITY_DN532_c0_g1_i8	TRINITY_DN5495_c0_g2_i4
TRINITY_DN5336_c0_g3_i1	TRINITY_DN5497_c0_g1_i1
TRINITY_DN533_c0_g1_i1	TRINITY_DN5497_c1_g1_i2
TRINITY_DN533_c0_g1_i2	TRINITY_DN5497_c1_g1_i4
TRINITY_DN5346_c0_g1_i2	TRINITY_DN5497_c1_g2_i2
TRINITY_DN5346_c0_g3_i3	TRINITY_DN5500_c0_g1_i1
TRINITY_DN5348_c0_g1_i2	TRINITY_DN55037_c0_g2_i5
TRINITY_DN5348_c1_g2_i3	TRINITY_DN550_c0_g3_i1
TRINITY_DN534_c0_g4_i1	TRINITY_DN550_c4_g1_i4
TRINITY_DN5353_c1_g1_i1	TRINITY_DN5510_c0_g1_i4
TRINITY_DN535_c0_g1_i8	TRINITY_DN5510_c1_g1_i1
TRINITY_DN5362_c1_g2_i1	TRINITY_DN5513_c0_g5_i1
TRINITY_DN5368_c0_g3_i1	TRINITY_DN551_c0_g2_i2
TRINITY_DN5369_c0_g1_i3	TRINITY_DN551_c0_g2_i5
TRINITY_DN5371_c0_g1_i4	TRINITY_DN551_c1_g1_i3
TRINITY_DN53728_c0_g1_i2	TRINITY_DN55278_c0_g1_i2
TRINITY_DN5374_c0_g1_i3	TRINITY_DN5528_c0_g1_i1
TRINITY_DN5374_c0_g1_i6	TRINITY_DN5534_c0_g4_i2
TRINITY_DN53752_c0_g1_i4	TRINITY_DN5534_c0_g4_i3
TRINITY_DN53828_c0_g2_i2	TRINITY_DN5535_c0_g1_i11
TRINITY_DN5382_c4_g1_i1	TRINITY_DN55377_c8_g1_i2
TRINITY_DN5383_c0_g1_i3	TRINITY_DN55377_c8_g1_i5
TRINITY_DN538_c1_g2_i2	TRINITY_DN55377_c8_g2_i1
TRINITY_DN5390_c0_g3_i3	TRINITY_DN5539_c4_g1_i1
TRINITY_DN5392_c1_g1_i1	TRINITY_DN5541_c0_g1_i2
TRINITY_DN5393_c2_g1_i2	TRINITY_DN55427_c0_g1_i6
TRINITY_DN5396_c0_g1_i1	TRINITY_DN5547_c0_g2_i5
TRINITY_DN5396_c0_g1_i2	TRINITY_DN5547_c0_g3_i2
TRINITY_DN5396_c1_g2_i2	TRINITY_DN55492_c0_g1_i1
TRINITY_DN5399_c1_g1_i1	TRINITY_DN5551_c0_g2_i1
TRINITY_DN5409_c0_g1_i2	TRINITY_DN5556_c8_g1_i1
TRINITY_DN541_c0_g1_i1	TRINITY_DN5559_c0_g1_i10
TRINITY_DN541_c0_g2_i1	TRINITY_DN555_c4_g3_i1
TRINITY_DN5423_c0_g1_i7	TRINITY_DN55620_c0_g1_i1
TRINITY_DN5423_c0_g2_i2	TRINITY_DN5582_c1_g1_i2
TRINITY_DN5425_c0_g1_i7	TRINITY_DN5585_c0_g3_i1
TRINITY_DN5428_c0_g1_i5	TRINITY_DN558_c0_g1_i3
TRINITY_DN5428_c0_g1_i6	TRINITY_DN558_c0_g1_i7
TRINITY_DN54312_c0_g1_i1	TRINITY_DN559_c4_g1_i1
TRINITY_DN54371_c0_g1_i1	TRINITY_DN5604_c1_g1_i5
TRINITY_DN5438_c1_g1_i6	TRINITY_DN5606_c0_g4_i1
TRINITY_DN5447_c0_g5_i3	TRINITY_DN5610_c0_g1_i1
TRINITY_DN5454_c0_g1_i10	TRINITY_DN56153_c0_g1_i1
TRINITY_DN5454_c0_g2_i2	TRINITY_DN561_c1_g1_i1
TRINITY_DN5457_c0_g2_i1	TRINITY_DN56218_c1_g1_i1
TRINITY_DN5461_c0_g1_i10	TRINITY_DN5628_c0_g1_i1
TRINITY_DN5463_c0_g1_i3	TRINITY_DN5628_c0_g1_i5
TRINITY_DN5464_c1_g1_i8	TRINITY_DN563_c0_g1_i7
TRINITY_DN5467_c0_g1_i2	TRINITY_DN5646_c0_g2_i1
TRINITY_DN546_c0_g3_i2	TRINITY_DN5646_c0_g6_i1
TRINITY_DN54714_c0_g1_i6	TRINITY_DN564_c0_g1_i4
TRINITY_DN547_c0_g1_i6	TRINITY_DN564_c0_g3_i2
TRINITY_DN5484_c1_g1_i1	TRINITY_DN5652_c0_g1_i10
TRINITY_DN5487_c2_g1_i2	TRINITY_DN5652_c0_g1_i16
TRINITY_DN54891_c0_g1_i1	TRINITY_DN5652_c0_g1_i2
TRINITY_DN548_c0_g1_i9	TRINITY_DN56574_c0_g1_i4
TRINITY_DN548_c1_g1_i3	TRINITY_DN56574_c0_g1_i6
TRINITY_DN5494_c0_g1_i1	TRINITY_DN5658_c0_g1_i7
TRINITY_DN5494_c0_g2_i1	TRINITY_DN5658_c0_g5_i1
TRINITY_DN5494_c0_g2_i2	TRINITY_DN5659_c0_g3_i1
TRINITY_DN5499_c0_g1_i2	TRINITY_DN5659_c2_g3_i4
TRINITY_DN5499_c0_g3_i1	TRINITY_DN565_c1_g1_i1
TRINITY_DN549_c0_g1_i3	TRINITY_DN5660_c1_g2_i1
TRINITY_DN549_c0_g2_i5	TRINITY_DN56645_c0_g2_i2
TRINITY_DN5507_c0_g1_i1	TRINITY_DN5674_c0_g1_i13
TRINITY_DN550_c0_g5_i1	TRINITY_DN5674_c0_g1_i17
TRINITY_DN55117_c0_g1_i2	TRINITY_DN5674_c0_g2_i1
TRINITY_DN5513_c0_g1_i7	TRINITY_DN5677_c0_g1_i1
TRINITY_DN5518_c0_g1_i8	TRINITY_DN5677_c1_g2_i1
TRINITY_DN551_c0_g1_i1	TRINITY_DN5689_c0_g2_i1
TRINITY_DN5521_c1_g1_i1	TRINITY_DN5697_c0_g3_i1
TRINITY_DN5524_c0_g1_i3	TRINITY_DN569_c2_g1_i1
TRINITY_DN5536_c0_g1_i1	TRINITY_DN5703_c0_g1_i10
TRINITY_DN5537_c0_g2_i1	TRINITY_DN5705_c0_g1_i5
TRINITY_DN553_c0_g1_i2	TRINITY_DN5705_c0_g1_i6
TRINITY_DN553_c1_g1_i13	TRINITY_DN5705_c0_g1_i7
TRINITY_DN55416_c1_g1_i1	TRINITY_DN5707_c0_g1_i2
TRINITY_DN5541_c0_g2_i3	TRINITY_DN570_c0_g1_i3
TRINITY_DN5541_c0_g2_i4	TRINITY_DN5716_c0_g1_i1
TRINITY_DN5541_c1_g1_i2	TRINITY_DN571_c0_g1_i1
TRINITY_DN5548_c0_g1_i1	TRINITY_DN571_c0_g1_i13
TRINITY_DN55558_c0_g1_i4	TRINITY_DN571_c0_g1_i4
TRINITY_DN555_c0_g1_i4	TRINITY_DN571_c0_g1_i9
TRINITY_DN5563_c0_g1_i3	TRINITY_DN5722_c3_g1_i1
TRINITY_DN5563_c0_g1_i7	TRINITY_DN5723_c0_g4_i1
TRINITY_DN5566_c1_g1_i2	TRINITY_DN5725_c0_g2_i1
TRINITY_DN5568_c0_g1_i3	TRINITY_DN572_c0_g2_i2
TRINITY_DN556_c0_g1_i5	TRINITY_DN5732_c0_g1_i9
TRINITY_DN556_c0_g5_i1	TRINITY_DN57363_c0_g2_i4
TRINITY_DN5576_c0_g1_i3	TRINITY_DN5736_c1_g1_i1
TRINITY_DN557_c0_g1_i3	TRINITY_DN5738_c0_g2_i1
TRINITY_DN557_c0_g3_i3	TRINITY_DN5747_c0_g1_i2
TRINITY_DN55810_c0_g1_i2	TRINITY_DN574_c0_g1_i7
TRINITY_DN5581_c0_g1_i2	TRINITY_DN574_c3_g3_i1
TRINITY_DN5582_c0_g1_i2	TRINITY_DN5756_c0_g1_i2
TRINITY_DN5582_c2_g1_i1	TRINITY_DN575_c0_g1_i8
TRINITY_DN55841_c0_g1_i6	TRINITY_DN5763_c3_g1_i1
TRINITY_DN5587_c0_g1_i2	TRINITY_DN5773_c0_g1_i14
TRINITY_DN5592_c1_g1_i1	TRINITY_DN5776_c0_g2_i1
TRINITY_DN559_c1_g1_i2	TRINITY_DN5777_c0_g2_i1
TRINITY_DN55_c0_g3_i1	TRINITY_DN57838_c0_g1_i5
TRINITY_DN5601_c0_g2_i1	TRINITY_DN5794_c0_g2_i1
TRINITY_DN5604_c0_g4_i1	TRINITY_DN5796_c0_g1_i1
TRINITY_DN5606_c1_g1_i2	TRINITY_DN5796_c0_g1_i2
TRINITY_DN5611_c0_g1_i1	TRINITY_DN57998_c0_g4_i4
TRINITY_DN5613_c0_g1_i1	TRINITY_DN5799_c3_g6_i1
TRINITY_DN5617_c0_g1_i2	TRINITY_DN579_c0_g2_i5
TRINITY_DN561_c2_g1_i5	TRINITY_DN579_c0_g4_i1
TRINITY_DN56243_c0_g1_i2	TRINITY_DN5802_c0_g1_i1
TRINITY_DN5628_c0_g2_i2	TRINITY_DN5806_c0_g2_i1
TRINITY_DN5628_c0_g2_i3	TRINITY_DN5808_c3_g1_i1
TRINITY_DN5629_c0_g1_i4	TRINITY_DN5809_c0_g1_i8
TRINITY_DN56456_c0_g1_i1	TRINITY_DN58117_c0_g1_i2
TRINITY_DN5645_c1_g1_i3	TRINITY_DN5811_c3_g2_i1
TRINITY_DN5645_c1_g2_i1	TRINITY_DN5811_c3_g3_i1
TRINITY_DN5646_c0_g3_i1	TRINITY_DN58176_c0_g2_i2
TRINITY_DN5646_c0_g3_i4	TRINITY_DN581_c2_g1_i1
TRINITY_DN5646_c2_g1_i4	TRINITY_DN5825_c0_g1_i1
TRINITY_DN56475_c0_g2_i6	TRINITY_DN58273_c1_g1_i4
TRINITY_DN5647_c1_g1_i3	TRINITY_DN5829_c0_g2_i1
TRINITY_DN5648_c0_g1_i6	TRINITY_DN5829_c0_g2_i17
TRINITY_DN564_c0_g4_i1	TRINITY_DN5829_c0_g2_i19
TRINITY_DN5656_c0_g1_i1	TRINITY_DN582_c0_g2_i4
TRINITY_DN56576_c1_g1_i1	TRINITY_DN58346_c0_g1_i1
TRINITY_DN5658_c0_g1_i3	TRINITY_DN58346_c0_g1_i4
TRINITY_DN5667_c0_g1_i3	TRINITY_DN5848_c0_g1_i3
TRINITY_DN5672_c1_g2_i4	TRINITY_DN5849_c0_g1_i3
TRINITY_DN56745_c1_g1_i1	TRINITY_DN584_c2_g1_i1
TRINITY_DN5674_c0_g1_i3	TRINITY_DN5850_c0_g1_i2
TRINITY_DN5675_c0_g1_i1	TRINITY_DN58531_c0_g1_i1
TRINITY_DN56805_c0_g2_i2	TRINITY_DN58536_c0_g1_i1
TRINITY_DN5683_c0_g1_i2	TRINITY_DN5853_c0_g1_i3
TRINITY_DN56889_c0_g1_i1	TRINITY_DN5856_c0_g1_i1
TRINITY_DN5691_c0_g3_i2	TRINITY_DN5857_c0_g2_i2
TRINITY_DN56938_c0_g1_i3	TRINITY_DN5861_c0_g3_i1
TRINITY_DN56_c0_g1_i7	TRINITY_DN5865_c0_g1_i7
TRINITY_DN57038_c0_g1_i3	TRINITY_DN58660_c0_g1_i2
TRINITY_DN5712_c3_g1_i1	TRINITY_DN5869_c6_g2_i1
TRINITY_DN5713_c0_g1_i2	TRINITY_DN586_c1_g1_i1
TRINITY_DN57194_c0_g1_i1	TRINITY_DN5872_c0_g2_i1
TRINITY_DN571_c0_g1_i11	TRINITY_DN5872_c0_g4_i1
TRINITY_DN571_c1_g3_i1	TRINITY_DN5876_c1_g1_i2
TRINITY_DN5722_c0_g1_i2	TRINITY_DN5876_c1_g2_i1
TRINITY_DN5722_c0_g1_i5	TRINITY_DN58794_c0_g1_i1
TRINITY_DN5722_c1_g1_i1	TRINITY_DN587_c1_g4_i1
TRINITY_DN5733_c0_g1_i1	TRINITY_DN5884_c0_g1_i7
TRINITY_DN5736_c0_g1_i4	TRINITY_DN5889_c0_g1_i5
TRINITY_DN5739_c0_g1_i2	TRINITY_DN58900_c0_g1_i1
TRINITY_DN575_c0_g1_i1	TRINITY_DN5895_c0_g2_i1
TRINITY_DN575_c0_g3_i3	TRINITY_DN589_c0_g5_i1
TRINITY_DN57652_c0_g1_i2	TRINITY_DN5900_c1_g1_i1
TRINITY_DN576_c0_g1_i3	TRINITY_DN5900_c1_g2_i4
TRINITY_DN576_c1_g1_i11	TRINITY_DN59014_c1_g1_i1
TRINITY_DN5772_c0_g1_i7	TRINITY_DN5908_c0_g2_i3
TRINITY_DN5778_c0_g1_i4	TRINITY_DN5910_c0_g1_i1
TRINITY_DN577_c0_g2_i2	TRINITY_DN591_c0_g1_i12
TRINITY_DN577_c0_g2_i4	TRINITY_DN59211_c0_g1_i1
TRINITY_DN5781_c0_g1_i1	TRINITY_DN5938_c0_g1_i1
TRINITY_DN5796_c0_g1_i14	TRINITY_DN5938_c0_g1_i4
TRINITY_DN5800_c0_g1_i6	TRINITY_DN593_c24_g1_i1
TRINITY_DN58044_c0_g1_i2	TRINITY_DN593_c3_g1_i1
TRINITY_DN58078_c0_g2_i1	TRINITY_DN5946_c0_g1_i3
TRINITY_DN580_c0_g1_i5	TRINITY_DN5946_c0_g1_i4
TRINITY_DN580_c1_g1_i2	TRINITY_DN5947_c0_g1_i1
TRINITY_DN5812_c0_g2_i9	TRINITY_DN5947_c0_g1_i12
TRINITY_DN5817_c0_g1_i2	TRINITY_DN5947_c0_g1_i17
TRINITY_DN5820_c1_g2_i1	TRINITY_DN5953_c1_g4_i1
TRINITY_DN5825_c1_g2_i2	TRINITY_DN5959_c0_g1_i7
TRINITY_DN5826_c0_g2_i2	TRINITY_DN5964_c0_g1_i1
TRINITY_DN5829_c0_g2_i20	TRINITY_DN5971_c0_g2_i5
TRINITY_DN582_c0_g1_i12	TRINITY_DN5977_c0_g1_i6
TRINITY_DN583_c0_g1_i11	TRINITY_DN59785_c0_g2_i1
TRINITY_DN5842_c0_g1_i1	TRINITY_DN5978_c0_g1_i2
TRINITY_DN5848_c0_g1_i8	TRINITY_DN597_c0_g2_i1
TRINITY_DN58493_c0_g1_i20	TRINITY_DN59847_c0_g1_i3
TRINITY_DN5869_c0_g1_i4	TRINITY_DN59905_c0_g2_i2
TRINITY_DN586_c0_g1_i5	TRINITY_DN59956_c1_g1_i1
TRINITY_DN5873_c1_g2_i1	TRINITY_DN5996_c0_g1_i3
TRINITY_DN587_c2_g2_i1	TRINITY_DN5996_c1_g3_i1
TRINITY_DN5884_c0_g1_i6	TRINITY_DN599_c0_g1_i6
TRINITY_DN58864_c1_g1_i1	TRINITY_DN59_c1_g1_i1
TRINITY_DN5887_c0_g1_i2	TRINITY_DN5_c20_g1_i1
TRINITY_DN5894_c0_g4_i2	TRINITY_DN5_c3_g3_i2
TRINITY_DN5897_c0_g1_i4	TRINITY_DN6003_c0_g2_i1
TRINITY_DN589_c0_g3_i2	TRINITY_DN6003_c4_g1_i1
TRINITY_DN58_c0_g1_i1	TRINITY_DN6004_c0_g1_i5
TRINITY_DN59015_c0_g4_i2	TRINITY_DN6004_c7_g1_i3
TRINITY_DN5901_c0_g1_i2	TRINITY_DN6005_c0_g2_i1
TRINITY_DN5901_c0_g1_i7	TRINITY_DN6014_c0_g1_i1
TRINITY_DN5902_c0_g2_i1	TRINITY_DN6015_c0_g1_i2
TRINITY_DN5907_c0_g1_i2	TRINITY_DN6015_c0_g1_i3
TRINITY_DN5907_c0_g1_i4	TRINITY_DN6022_c3_g1_i1
TRINITY_DN5914_c0_g1_i1	TRINITY_DN6023_c0_g1_i5
TRINITY_DN5916_c0_g2_i1	TRINITY_DN6023_c0_g3_i1
TRINITY_DN591_c0_g1_i4	TRINITY_DN6026_c0_g1_i9
TRINITY_DN591_c0_g2_i1	TRINITY_DN6028_c0_g1_i14
TRINITY_DN5932_c0_g1_i1	TRINITY_DN6033_c0_g1_i1
TRINITY_DN59343_c0_g1_i4	TRINITY_DN6037_c1_g1_i1
TRINITY_DN593_c1_g1_i2	TRINITY_DN603_c0_g2_i3
TRINITY_DN59403_c0_g1_i4	TRINITY_DN6040_c0_g1_i1
TRINITY_DN5942_c2_g1_i2	TRINITY_DN6050_c0_g1_i10
TRINITY_DN5954_c0_g1_i2	TRINITY_DN6058_c0_g2_i3
TRINITY_DN5954_c0_g2_i2	TRINITY_DN6059_c1_g2_i2
TRINITY_DN5956_c0_g2_i2	TRINITY_DN6059_c1_g2_i5
TRINITY_DN595_c0_g1_i4	TRINITY_DN6060_c4_g1_i1
TRINITY_DN595_c0_g2_i3	TRINITY_DN60652_c1_g1_i5
TRINITY_DN5967_c0_g1_i2	TRINITY_DN6065_c0_g1_i2
TRINITY_DN5971_c0_g1_i3	TRINITY_DN606_c5_g2_i2
TRINITY_DN5973_c0_g1_i5	TRINITY_DN6075_c0_g1_i14
TRINITY_DN5977_c2_g2_i7	TRINITY_DN6079_c0_g1_i5
TRINITY_DN597_c0_g1_i4	TRINITY_DN6080_c0_g1_i10
TRINITY_DN597_c0_g1_i9	TRINITY_DN6080_c0_g1_i5
TRINITY_DN59820_c0_g1_i3	TRINITY_DN6083_c3_g1_i1
TRINITY_DN5996_c1_g3_i3	TRINITY_DN6084_c0_g3_i13
TRINITY_DN59_c10_g1_i3	TRINITY_DN6084_c0_g3_i8
TRINITY_DN6004_c1_g1_i9	TRINITY_DN60851_c0_g1_i1
TRINITY_DN60057_c1_g1_i1	TRINITY_DN6088_c0_g1_i1
TRINITY_DN6005_c0_g4_i1	TRINITY_DN6088_c0_g2_i2
TRINITY_DN6005_c0_g4_i2	TRINITY_DN6105_c0_g1_i4
TRINITY_DN600_c0_g1_i2	TRINITY_DN6106_c4_g1_i1
TRINITY_DN60167_c0_g1_i1	TRINITY_DN61130_c0_g1_i4
TRINITY_DN601_c0_g2_i5	TRINITY_DN611_c24_g1_i1
TRINITY_DN6024_c0_g1_i4	TRINITY_DN611_c4_g1_i1
TRINITY_DN6030_c0_g1_i10	TRINITY_DN6120_c0_g1_i2
TRINITY_DN6030_c0_g1_i13	TRINITY_DN6124_c0_g1_i1
TRINITY_DN603_c0_g2_i5	TRINITY_DN6126_c0_g1_i8
TRINITY_DN604_c0_g1_i2	TRINITY_DN61297_c0_g1_i1
TRINITY_DN6059_c1_g1_i1	TRINITY_DN6132_c0_g1_i3
TRINITY_DN6059_c1_g2_i1	TRINITY_DN6132_c0_g1_i4
TRINITY_DN6059_c1_g2_i3	TRINITY_DN6132_c0_g2_i3
TRINITY_DN6060_c1_g2_i4	TRINITY_DN6132_c0_g3_i2
TRINITY_DN60671_c0_g1_i2	TRINITY_DN6132_c10_g1_i4
TRINITY_DN60671_c0_g2_i1	TRINITY_DN6132_c10_g2_i1
TRINITY_DN6075_c0_g1_i10	TRINITY_DN6133_c0_g1_i5
TRINITY_DN6077_c0_g1_i5	TRINITY_DN6134_c0_g1_i1
TRINITY_DN6077_c0_g1_i7	TRINITY_DN6137_c0_g1_i5
TRINITY_DN6081_c0_g1_i4	TRINITY_DN6137_c0_g3_i1
TRINITY_DN6084_c0_g1_i1	TRINITY_DN6151_c0_g2_i1
TRINITY_DN6084_c0_g1_i2	TRINITY_DN6156_c0_g1_i3
TRINITY_DN6084_c0_g3_i9	TRINITY_DN6156_c3_g1_i1
TRINITY_DN60875_c0_g1_i3	TRINITY_DN616_c26_g1_i1
TRINITY_DN6089_c0_g1_i2	TRINITY_DN6175_c0_g1_i2
TRINITY_DN6098_c0_g1_i5	TRINITY_DN6175_c0_g1_i3
TRINITY_DN6098_c0_g1_i6	TRINITY_DN61794_c0_g2_i1
TRINITY_DN609_c1_g2_i2	TRINITY_DN6180_c1_g2_i1
TRINITY_DN609_c1_g3_i2	TRINITY_DN6187_c0_g5_i1
TRINITY_DN6101_c0_g1_i6	TRINITY_DN61894_c0_g1_i4
TRINITY_DN6102_c0_g1_i7	TRINITY_DN618_c3_g1_i5
TRINITY_DN6104_c1_g1_i1	TRINITY_DN6202_c0_g1_i1
TRINITY_DN6106_c0_g2_i4	TRINITY_DN6202_c0_g1_i23
TRINITY_DN6107_c0_g2_i1	TRINITY_DN6202_c0_g1_i5
TRINITY_DN6110_c0_g2_i18	TRINITY_DN620_c2_g1_i9
TRINITY_DN6110_c0_g2_i20	TRINITY_DN6210_c0_g1_i3
TRINITY_DN6110_c0_g2_i6	TRINITY_DN621_c0_g2_i1
TRINITY_DN6115_c0_g4_i1	TRINITY_DN6220_c0_g2_i3
TRINITY_DN612_c1_g1_i7	TRINITY_DN6223_c0_g1_i1
TRINITY_DN6130_c1_g1_i2	TRINITY_DN6227_c0_g1_i2
TRINITY_DN61376_c1_g2_i4	TRINITY_DN6227_c0_g1_i8
TRINITY_DN61416_c0_g1_i1	TRINITY_DN6227_c0_g3_i1
TRINITY_DN6141_c0_g1_i1	TRINITY_DN622_c0_g1_i2
TRINITY_DN6141_c0_g1_i2	TRINITY_DN623_c0_g3_i2
TRINITY_DN6160_c0_g1_i2	TRINITY_DN6243_c0_g1_i3
TRINITY_DN6168_c0_g1_i3	TRINITY_DN6245_c0_g1_i7
TRINITY_DN6168_c2_g2_i1	TRINITY_DN625_c0_g1_i1
TRINITY_DN6169_c0_g1_i1	TRINITY_DN6268_c0_g2_i2
TRINITY_DN616_c0_g1_i10	TRINITY_DN626_c0_g2_i15
TRINITY_DN6174_c0_g1_i3	TRINITY_DN6273_c0_g1_i8
TRINITY_DN6174_c0_g1_i4	TRINITY_DN62769_c0_g2_i1
TRINITY_DN617_c1_g1_i12	TRINITY_DN6289_c0_g1_i1
TRINITY_DN617_c1_g1_i6	TRINITY_DN6290_c0_g1_i3
TRINITY_DN617_c2_g2_i1	TRINITY_DN6297_c0_g1_i2
TRINITY_DN617_c2_g4_i2	TRINITY_DN62_c1_g1_i9
TRINITY_DN617_c5_g1_i1	TRINITY_DN6301_c0_g1_i6
TRINITY_DN6180_c0_g2_i9	TRINITY_DN6303_c0_g2_i4
TRINITY_DN6181_c0_g2_i8	TRINITY_DN6305_c4_g1_i1
TRINITY_DN618_c0_g1_i2	TRINITY_DN6308_c0_g1_i3
TRINITY_DN618_c3_g1_i1	TRINITY_DN6314_c0_g6_i1
TRINITY_DN618_c3_g1_i6	TRINITY_DN6314_c1_g1_i4
TRINITY_DN618_c3_g2_i1	TRINITY_DN63189_c0_g1_i1
TRINITY_DN6197_c0_g1_i1	TRINITY_DN631_c0_g1_i4
TRINITY_DN6198_c0_g1_i7	TRINITY_DN6335_c0_g1_i1
TRINITY_DN619_c1_g4_i1	TRINITY_DN6336_c1_g1_i1
TRINITY_DN61_c0_g1_i1	TRINITY_DN6341_c0_g1_i1
TRINITY_DN6201_c0_g3_i1	TRINITY_DN63454_c0_g1_i1
TRINITY_DN6216_c0_g1_i1	TRINITY_DN634_c0_g2_i1
TRINITY_DN6221_c1_g1_i3	TRINITY_DN634_c0_g3_i3
TRINITY_DN62250_c0_g1_i1	TRINITY_DN634_c1_g1_i2
TRINITY_DN6229_c0_g1_i2	TRINITY_DN634_c1_g1_i4
TRINITY_DN622_c1_g1_i24	TRINITY_DN634_c4_g1_i4
TRINITY_DN6238_c0_g1_i4	TRINITY_DN63519_c0_g1_i1
TRINITY_DN6244_c0_g1_i4	TRINITY_DN6352_c0_g6_i1
TRINITY_DN6248_c2_g1_i1	TRINITY_DN6357_c0_g1_i6
TRINITY_DN6248_c2_g1_i5	TRINITY_DN635_c0_g4_i1
TRINITY_DN6248_c2_g1_i7	TRINITY_DN6361_c0_g1_i2
TRINITY_DN624_c0_g2_i2	TRINITY_DN6364_c0_g1_i1
TRINITY_DN6253_c0_g1_i1	TRINITY_DN6365_c0_g3_i1
TRINITY_DN6257_c0_g1_i3	TRINITY_DN636_c0_g3_i1
TRINITY_DN6259_c0_g3_i2	TRINITY_DN6373_c0_g1_i2
TRINITY_DN6262_c0_g1_i2	TRINITY_DN63816_c0_g1_i1
TRINITY_DN62654_c0_g1_i11	TRINITY_DN6381_c1_g1_i2
TRINITY_DN6268_c0_g1_i2	TRINITY_DN6387_c1_g2_i1
TRINITY_DN6268_c0_g1_i6	TRINITY_DN638_c0_g4_i1
TRINITY_DN626_c0_g2_i13	TRINITY_DN63927_c0_g2_i1
TRINITY_DN6270_c0_g1_i6	TRINITY_DN63980_c0_g5_i1
TRINITY_DN6272_c0_g1_i1	TRINITY_DN6403_c0_g2_i1
TRINITY_DN62765_c0_g1_i5	TRINITY_DN6406_c0_g2_i6
TRINITY_DN6282_c0_g1_i2	TRINITY_DN64071_c0_g2_i3
TRINITY_DN6284_c0_g2_i4	TRINITY_DN6408_c0_g1_i3
TRINITY_DN6288_c0_g1_i6	TRINITY_DN6408_c1_g1_i1
TRINITY_DN6293_c2_g2_i1	TRINITY_DN6417_c0_g1_i4
TRINITY_DN6299_c0_g3_i4	TRINITY_DN6429_c0_g2_i1
TRINITY_DN629_c0_g1_i3	TRINITY_DN6434_c0_g1_i2
TRINITY_DN62_c0_g1_i6	TRINITY_DN643_c2_g4_i5
TRINITY_DN62_c0_g2_i1	TRINITY_DN64426_c0_g1_i2
TRINITY_DN6309_c0_g1_i1	TRINITY_DN644_c0_g4_i1
TRINITY_DN6312_c0_g1_i3	TRINITY_DN644_c0_g4_i2
TRINITY_DN6312_c0_g1_i6	TRINITY_DN6451_c0_g1_i4
TRINITY_DN6316_c0_g1_i3	TRINITY_DN6457_c0_g1_i10
TRINITY_DN6320_c0_g1_i4	TRINITY_DN6457_c0_g1_i2
TRINITY_DN63230_c0_g2_i2	TRINITY_DN645_c0_g1_i4
TRINITY_DN6326_c0_g1_i4	TRINITY_DN64632_c1_g2_i3
TRINITY_DN6339_c0_g1_i1	TRINITY_DN6464_c0_g1_i1
TRINITY_DN63478_c0_g2_i1	TRINITY_DN6464_c0_g1_i2
TRINITY_DN634_c3_g1_i2	TRINITY_DN646_c0_g1_i13
TRINITY_DN634_c5_g1_i2	TRINITY_DN646_c0_g1_i4
TRINITY_DN6351_c0_g1_i2	TRINITY_DN646_c0_g1_i6
TRINITY_DN6357_c2_g1_i1	TRINITY_DN6479_c0_g2_i6
TRINITY_DN635_c1_g1_i7	TRINITY_DN647_c0_g1_i3
TRINITY_DN6363_c0_g1_i7	TRINITY_DN647_c0_g2_i8
TRINITY_DN6368_c0_g1_i1	TRINITY_DN6482_c0_g3_i1
TRINITY_DN6368_c0_g1_i6	TRINITY_DN6489_c0_g1_i10
TRINITY_DN63782_c2_g1_i1	TRINITY_DN6489_c0_g1_i7
TRINITY_DN637_c0_g1_i1	TRINITY_DN6489_c0_g2_i1
TRINITY_DN63820_c0_g1_i1	TRINITY_DN648_c0_g5_i2
TRINITY_DN63827_c0_g2_i5	TRINITY_DN6495_c0_g1_i10
TRINITY_DN63830_c0_g1_i2	TRINITY_DN64973_c0_g1_i3
TRINITY_DN63876_c0_g2_i2	TRINITY_DN6503_c0_g1_i1
TRINITY_DN6387_c2_g1_i1	TRINITY_DN6506_c0_g4_i1
TRINITY_DN6393_c0_g1_i1	TRINITY_DN6506_c1_g1_i1
TRINITY_DN63980_c0_g2_i1	TRINITY_DN6516_c0_g1_i1
TRINITY_DN63980_c0_g2_i2	TRINITY_DN651_c0_g1_i17
TRINITY_DN639_c0_g1_i1	TRINITY_DN6521_c0_g3_i2
