C0-III	C1-III	C2-II
TRINITY_DN1497_c0_g2_i2	TRINITY_DN17961_c0_g1_i2	TRINITY_DN1597_c3_g1_i8
TRINITY_DN1497_c1_g1_i5	TRINITY_DN17970_c0_g1_i13	TRINITY_DN1597_c3_g1_i9
TRINITY_DN149874_c0_g3_i1	TRINITY_DN17970_c0_g1_i6	TRINITY_DN15992_c1_g1_i1
TRINITY_DN14989_c1_g1_i5	TRINITY_DN17974_c0_g2_i3	TRINITY_DN159_c0_g1_i2
TRINITY_DN1498_c1_g1_i1	TRINITY_DN17999_c0_g5_i3	TRINITY_DN159_c0_g1_i3
TRINITY_DN1498_c1_g1_i7	TRINITY_DN179_c6_g1_i1	TRINITY_DN160074_c1_g1_i2
TRINITY_DN149986_c0_g1_i1	TRINITY_DN180012_c0_g1_i1	TRINITY_DN1600_c0_g1_i3
TRINITY_DN14_c0_g4_i1	TRINITY_DN180068_c0_g3_i1	TRINITY_DN1600_c2_g2_i1
TRINITY_DN1500_c0_g1_i4	TRINITY_DN180095_c0_g1_i2	TRINITY_DN16015_c0_g1_i3
TRINITY_DN1500_c0_g4_i1	TRINITY_DN1800_c5_g1_i11	TRINITY_DN16025_c0_g1_i1
TRINITY_DN1500_c2_g2_i1	TRINITY_DN1802_c0_g1_i1	TRINITY_DN16031_c0_g1_i2
TRINITY_DN1500_c35_g1_i1	TRINITY_DN1802_c9_g2_i4	TRINITY_DN16032_c0_g1_i3
TRINITY_DN1500_c4_g1_i2	TRINITY_DN1803_c0_g1_i8	TRINITY_DN16034_c1_g1_i1
TRINITY_DN1500_c4_g1_i6	TRINITY_DN180440_c0_g1_i1	TRINITY_DN16050_c0_g1_i1
TRINITY_DN1500_c5_g1_i1	TRINITY_DN18044_c0_g1_i3	TRINITY_DN1605_c0_g1_i1
TRINITY_DN1500_c6_g1_i3	TRINITY_DN18048_c0_g1_i10	TRINITY_DN16064_c1_g1_i1
TRINITY_DN15012_c0_g1_i15	TRINITY_DN18048_c0_g1_i7	TRINITY_DN16069_c0_g1_i1
TRINITY_DN15012_c0_g3_i1	TRINITY_DN18067_c0_g1_i3	TRINITY_DN1606_c0_g1_i2
TRINITY_DN15018_c0_g1_i2	TRINITY_DN1806_c0_g2_i2	TRINITY_DN16099_c0_g1_i4
TRINITY_DN15020_c0_g1_i1	TRINITY_DN18078_c0_g3_i3	TRINITY_DN16106_c1_g1_i2
TRINITY_DN15028_c0_g2_i13	TRINITY_DN1807_c0_g1_i4	TRINITY_DN16116_c1_g2_i1
TRINITY_DN1502_c0_g1_i10	TRINITY_DN18095_c0_g2_i1	TRINITY_DN16125_c1_g3_i1
TRINITY_DN1502_c0_g2_i4	TRINITY_DN18097_c0_g1_i6	TRINITY_DN16128_c0_g1_i1
TRINITY_DN15031_c0_g1_i1	TRINITY_DN18097_c1_g1_i4	TRINITY_DN1612_c3_g1_i1
TRINITY_DN15033_c0_g1_i5	TRINITY_DN181121_c0_g1_i1	TRINITY_DN1613_c0_g2_i1
TRINITY_DN15036_c0_g1_i10	TRINITY_DN18118_c0_g1_i5	TRINITY_DN16146_c0_g1_i2
TRINITY_DN15038_c0_g3_i2	TRINITY_DN1811_c1_g3_i1	TRINITY_DN16147_c0_g1_i9
TRINITY_DN15044_c0_g3_i2	TRINITY_DN18142_c0_g2_i1	TRINITY_DN16148_c0_g1_i8
TRINITY_DN15047_c0_g2_i2	TRINITY_DN18146_c0_g1_i12	TRINITY_DN16153_c0_g1_i5
TRINITY_DN1504_c0_g1_i2	TRINITY_DN1814_c1_g1_i1	TRINITY_DN1617_c2_g1_i1
TRINITY_DN15057_c0_g1_i1	TRINITY_DN18168_c0_g4_i1	TRINITY_DN16192_c0_g1_i2
TRINITY_DN15057_c0_g1_i3	TRINITY_DN1816_c0_g1_i11	TRINITY_DN16198_c0_g1_i2
TRINITY_DN15057_c0_g1_i5	TRINITY_DN1817_c0_g1_i5	TRINITY_DN1619_c0_g1_i1
TRINITY_DN15057_c0_g1_i7	TRINITY_DN181869_c0_g1_i4	TRINITY_DN1619_c0_g1_i6
TRINITY_DN15057_c0_g1_i9	TRINITY_DN18196_c0_g2_i3	TRINITY_DN1619_c1_g6_i1
TRINITY_DN1505_c0_g1_i4	TRINITY_DN181_c0_g2_i1	TRINITY_DN1619_c1_g7_i1
TRINITY_DN1505_c1_g1_i1	TRINITY_DN181_c1_g3_i5	TRINITY_DN16201_c0_g1_i8
TRINITY_DN1507_c0_g2_i2	TRINITY_DN181_c5_g1_i1	TRINITY_DN162070_c0_g1_i4
TRINITY_DN15086_c2_g1_i1	TRINITY_DN182014_c0_g1_i1	TRINITY_DN16210_c0_g2_i4
TRINITY_DN1508_c0_g1_i2	TRINITY_DN1820_c0_g2_i6	TRINITY_DN1621_c0_g1_i1
TRINITY_DN15096_c0_g1_i1	TRINITY_DN1820_c1_g1_i1	TRINITY_DN1621_c9_g2_i1
TRINITY_DN15098_c0_g1_i1	TRINITY_DN18211_c0_g1_i1	TRINITY_DN16226_c4_g1_i1
TRINITY_DN150_c2_g1_i7	TRINITY_DN1821_c3_g1_i1	TRINITY_DN1622_c1_g2_i1
TRINITY_DN15110_c0_g1_i1	TRINITY_DN1826_c0_g1_i16	TRINITY_DN1622_c1_g3_i2
TRINITY_DN151176_c0_g1_i1	TRINITY_DN1826_c0_g1_i19	TRINITY_DN162372_c0_g1_i1
TRINITY_DN15123_c0_g1_i9	TRINITY_DN18270_c1_g1_i2	TRINITY_DN16261_c0_g1_i10
TRINITY_DN15134_c0_g1_i3	TRINITY_DN1828_c0_g1_i3	TRINITY_DN16266_c0_g4_i1
TRINITY_DN15149_c0_g1_i1	TRINITY_DN1829_c0_g2_i2	TRINITY_DN16269_c0_g1_i5
TRINITY_DN15149_c0_g4_i3	TRINITY_DN182_c0_g1_i7	TRINITY_DN1626_c0_g1_i3
TRINITY_DN1515_c0_g1_i15	TRINITY_DN18308_c0_g1_i3	TRINITY_DN1626_c0_g1_i5
TRINITY_DN1515_c0_g1_i8	TRINITY_DN183129_c0_g1_i5	TRINITY_DN16275_c0_g1_i3
TRINITY_DN15162_c0_g1_i11	TRINITY_DN18346_c0_g2_i1	TRINITY_DN1627_c15_g1_i2
TRINITY_DN1516_c0_g2_i4	TRINITY_DN183482_c0_g1_i3	TRINITY_DN1627_c15_g2_i1
TRINITY_DN1516_c0_g2_i6	TRINITY_DN183482_c0_g1_i4	TRINITY_DN1629_c0_g1_i6
TRINITY_DN1516_c0_g2_i8	TRINITY_DN18348_c0_g1_i1	TRINITY_DN162_c0_g2_i11
TRINITY_DN15172_c0_g1_i1	TRINITY_DN18366_c0_g2_i2	TRINITY_DN16301_c0_g2_i1
TRINITY_DN15172_c0_g1_i5	TRINITY_DN183832_c0_g1_i1	TRINITY_DN16312_c0_g1_i5
TRINITY_DN15172_c0_g1_i6	TRINITY_DN1840_c1_g1_i1	TRINITY_DN16319_c0_g2_i1
TRINITY_DN15184_c0_g1_i1	TRINITY_DN18414_c0_g3_i2	TRINITY_DN16327_c0_g1_i2
TRINITY_DN15186_c0_g1_i2	TRINITY_DN18421_c3_g1_i2	TRINITY_DN16327_c0_g1_i7
TRINITY_DN1518_c0_g1_i2	TRINITY_DN18430_c1_g1_i3	TRINITY_DN16342_c0_g1_i2
TRINITY_DN1519_c1_g1_i4	TRINITY_DN18444_c0_g1_i1	TRINITY_DN16347_c0_g1_i1
TRINITY_DN1519_c1_g1_i5	TRINITY_DN18447_c0_g1_i3	TRINITY_DN1634_c1_g1_i5
TRINITY_DN15204_c0_g1_i2	TRINITY_DN18459_c0_g1_i1	TRINITY_DN1635_c0_g1_i6
TRINITY_DN1520_c0_g1_i31	TRINITY_DN184651_c0_g1_i1	TRINITY_DN1636_c0_g2_i2
TRINITY_DN15218_c1_g1_i4	TRINITY_DN18465_c0_g1_i7	TRINITY_DN1640_c1_g1_i1
TRINITY_DN1521_c0_g1_i3	TRINITY_DN18465_c0_g1_i8	TRINITY_DN16413_c0_g1_i1
TRINITY_DN15226_c0_g3_i3	TRINITY_DN1846_c2_g1_i1	TRINITY_DN16415_c1_g1_i1
TRINITY_DN1522_c0_g1_i4	TRINITY_DN1846_c2_g3_i2	TRINITY_DN164391_c1_g1_i1
TRINITY_DN152308_c0_g4_i1	TRINITY_DN18486_c0_g1_i1	TRINITY_DN1644_c0_g2_i1
TRINITY_DN15232_c2_g1_i2	TRINITY_DN18486_c0_g1_i2	TRINITY_DN1645_c0_g2_i4
TRINITY_DN1523_c0_g1_i4	TRINITY_DN18499_c0_g1_i9	TRINITY_DN1645_c1_g1_i1
TRINITY_DN15244_c0_g1_i2	TRINITY_DN184_c1_g1_i6	TRINITY_DN164672_c0_g1_i1
TRINITY_DN15246_c0_g1_i8	TRINITY_DN185088_c0_g1_i4	TRINITY_DN1647_c0_g1_i4
TRINITY_DN15254_c0_g1_i2	TRINITY_DN18547_c0_g1_i1	TRINITY_DN1647_c0_g2_i1
TRINITY_DN15254_c0_g1_i6	TRINITY_DN1855_c0_g1_i7	TRINITY_DN1647_c0_g2_i4
TRINITY_DN15258_c0_g1_i12	TRINITY_DN18567_c0_g1_i1	TRINITY_DN16483_c0_g1_i2
TRINITY_DN15259_c0_g1_i1	TRINITY_DN1860_c0_g1_i21	TRINITY_DN164948_c0_g2_i1
TRINITY_DN1525_c0_g5_i1	TRINITY_DN18613_c0_g1_i9	TRINITY_DN16494_c1_g1_i1
TRINITY_DN1525_c1_g1_i2	TRINITY_DN18624_c0_g1_i4	TRINITY_DN164_c0_g2_i1
TRINITY_DN1525_c4_g1_i1	TRINITY_DN18626_c1_g1_i1	TRINITY_DN16506_c1_g1_i2
TRINITY_DN1526_c0_g1_i12	TRINITY_DN1866_c0_g1_i3	TRINITY_DN1652_c0_g5_i1
TRINITY_DN1526_c0_g1_i4	TRINITY_DN18673_c0_g1_i3	TRINITY_DN1652_c2_g1_i1
TRINITY_DN1526_c40_g1_i1	TRINITY_DN1868_c1_g5_i1	TRINITY_DN16534_c1_g1_i2
TRINITY_DN15270_c3_g1_i1	TRINITY_DN18706_c2_g1_i1	TRINITY_DN165510_c1_g1_i1
TRINITY_DN15275_c0_g2_i2	TRINITY_DN18708_c0_g1_i1	TRINITY_DN16569_c0_g2_i1
TRINITY_DN15285_c0_g1_i4	TRINITY_DN18710_c0_g1_i2	TRINITY_DN165866_c0_g2_i1
TRINITY_DN15288_c0_g1_i18	TRINITY_DN18718_c0_g2_i8	TRINITY_DN166083_c0_g2_i2
TRINITY_DN15289_c2_g1_i1	TRINITY_DN187369_c0_g1_i3	TRINITY_DN1660_c1_g1_i1
TRINITY_DN1528_c0_g1_i11	TRINITY_DN18738_c0_g3_i1	TRINITY_DN1661_c0_g1_i12
TRINITY_DN1528_c0_g1_i16	TRINITY_DN1873_c0_g1_i7	TRINITY_DN16620_c0_g1_i4
TRINITY_DN1528_c1_g2_i7	TRINITY_DN18747_c0_g1_i1	TRINITY_DN16630_c0_g1_i4
TRINITY_DN15296_c0_g1_i1	TRINITY_DN187557_c0_g1_i1	TRINITY_DN1665_c0_g1_i13
TRINITY_DN1529_c1_g1_i11	TRINITY_DN1875_c0_g3_i1	TRINITY_DN1665_c0_g1_i8
TRINITY_DN1529_c2_g2_i1	TRINITY_DN18765_c0_g1_i1	TRINITY_DN16666_c0_g1_i2
TRINITY_DN152_c0_g1_i13	TRINITY_DN1877_c0_g1_i10	TRINITY_DN16675_c0_g2_i1
TRINITY_DN152_c0_g1_i7	TRINITY_DN18780_c0_g1_i8	TRINITY_DN16687_c0_g1_i4
TRINITY_DN15302_c0_g3_i1	TRINITY_DN187810_c0_g1_i1	TRINITY_DN166947_c0_g1_i2
TRINITY_DN15340_c0_g1_i1	TRINITY_DN18784_c0_g5_i1	TRINITY_DN16720_c0_g1_i2
TRINITY_DN15348_c0_g1_i4	TRINITY_DN1879_c0_g1_i5	TRINITY_DN16726_c0_g1_i3
TRINITY_DN1534_c4_g1_i1	TRINITY_DN18821_c0_g1_i7	TRINITY_DN16738_c1_g1_i1
TRINITY_DN1535_c2_g1_i1	TRINITY_DN188238_c0_g1_i1	TRINITY_DN1673_c3_g1_i3
TRINITY_DN1535_c8_g1_i1	TRINITY_DN18829_c1_g1_i1	TRINITY_DN1674_c1_g2_i2
TRINITY_DN15362_c0_g3_i9	TRINITY_DN18837_c1_g1_i1	TRINITY_DN16758_c0_g1_i1
TRINITY_DN15368_c0_g1_i12	TRINITY_DN1883_c0_g1_i3	TRINITY_DN16799_c0_g1_i8
TRINITY_DN15368_c0_g1_i8	TRINITY_DN188606_c0_g3_i3	TRINITY_DN168243_c0_g1_i1
TRINITY_DN15374_c0_g2_i1	TRINITY_DN18868_c0_g2_i7	TRINITY_DN16825_c0_g1_i1
TRINITY_DN15377_c0_g1_i2	TRINITY_DN1887_c0_g3_i1	TRINITY_DN1683_c0_g1_i13
TRINITY_DN15379_c2_g1_i2	TRINITY_DN18904_c0_g2_i1	TRINITY_DN1683_c1_g1_i2
TRINITY_DN1537_c1_g1_i3	TRINITY_DN1890_c0_g1_i5	TRINITY_DN16842_c0_g3_i1
TRINITY_DN1537_c2_g2_i2	TRINITY_DN1891_c0_g1_i3	TRINITY_DN16858_c0_g1_i2
TRINITY_DN15381_c3_g1_i4	TRINITY_DN1894_c0_g3_i1	TRINITY_DN16873_c0_g1_i6
TRINITY_DN15394_c1_g1_i4	TRINITY_DN18951_c0_g1_i5	TRINITY_DN16874_c0_g2_i2
TRINITY_DN15394_c2_g1_i1	TRINITY_DN18953_c0_g1_i9	TRINITY_DN168937_c0_g1_i1
TRINITY_DN15396_c0_g1_i4	TRINITY_DN1896_c0_g1_i10	TRINITY_DN1689_c0_g1_i2
TRINITY_DN1539_c0_g1_i1	TRINITY_DN1896_c0_g1_i4	TRINITY_DN1689_c0_g2_i1
TRINITY_DN1539_c0_g1_i3	TRINITY_DN18971_c0_g1_i11	TRINITY_DN16900_c0_g1_i1
TRINITY_DN1539_c0_g1_i4	TRINITY_DN18976_c1_g1_i2	TRINITY_DN16904_c0_g1_i1
TRINITY_DN15406_c0_g4_i1	TRINITY_DN18988_c0_g1_i3	TRINITY_DN16908_c0_g5_i1
TRINITY_DN1540_c0_g1_i4	TRINITY_DN18989_c0_g1_i5	TRINITY_DN1690_c0_g1_i2
TRINITY_DN15419_c0_g1_i4	TRINITY_DN18997_c0_g4_i1	TRINITY_DN1690_c1_g1_i2
TRINITY_DN15441_c0_g2_i1	TRINITY_DN190044_c0_g1_i3	TRINITY_DN16914_c2_g1_i1
TRINITY_DN15452_c0_g1_i11	TRINITY_DN19004_c0_g4_i1	TRINITY_DN16920_c0_g1_i1
TRINITY_DN15460_c1_g4_i3	TRINITY_DN1900_c0_g1_i8	TRINITY_DN16926_c0_g1_i4
TRINITY_DN154642_c0_g1_i1	TRINITY_DN19025_c0_g1_i6	TRINITY_DN16947_c0_g1_i3
TRINITY_DN15464_c1_g1_i1	TRINITY_DN19026_c0_g1_i1	TRINITY_DN16948_c0_g2_i1
TRINITY_DN15464_c2_g1_i1	TRINITY_DN19074_c0_g1_i7	TRINITY_DN16948_c0_g5_i2
TRINITY_DN1546_c1_g1_i1	TRINITY_DN19087_c1_g1_i6	TRINITY_DN16962_c0_g1_i12
TRINITY_DN1546_c1_g3_i2	TRINITY_DN1908_c0_g2_i1	TRINITY_DN16966_c0_g1_i1
TRINITY_DN15471_c0_g1_i1	TRINITY_DN19100_c0_g1_i2	TRINITY_DN16973_c0_g1_i1
TRINITY_DN154735_c0_g2_i3	TRINITY_DN19102_c0_g1_i2	TRINITY_DN16974_c0_g1_i5
TRINITY_DN15477_c0_g1_i2	TRINITY_DN19124_c0_g1_i2	TRINITY_DN16977_c0_g1_i6
TRINITY_DN15480_c0_g1_i3	TRINITY_DN19136_c0_g1_i3	TRINITY_DN16978_c3_g1_i2
TRINITY_DN15482_c1_g2_i1	TRINITY_DN1913_c0_g5_i1	TRINITY_DN1697_c0_g1_i3
TRINITY_DN15489_c0_g1_i4	TRINITY_DN19142_c0_g1_i7	TRINITY_DN1697_c0_g1_i5
TRINITY_DN15490_c0_g1_i1	TRINITY_DN1914_c0_g2_i6	TRINITY_DN1698_c0_g2_i4
TRINITY_DN15490_c0_g1_i7	TRINITY_DN1914_c0_g2_i7	TRINITY_DN16999_c0_g1_i1
TRINITY_DN15495_c0_g1_i2	TRINITY_DN19161_c3_g1_i1	TRINITY_DN1699_c0_g1_i1
TRINITY_DN1549_c0_g1_i27	TRINITY_DN1919_c0_g1_i16	TRINITY_DN1699_c0_g2_i2
TRINITY_DN1549_c0_g1_i5	TRINITY_DN1919_c0_g1_i6	TRINITY_DN16_c0_g1_i1
TRINITY_DN15503_c0_g1_i1	TRINITY_DN191_c0_g2_i1	TRINITY_DN16_c1_g4_i2
TRINITY_DN15504_c0_g2_i1	TRINITY_DN1920_c0_g1_i1	TRINITY_DN16_c1_g4_i3
TRINITY_DN15509_c1_g4_i2	TRINITY_DN19218_c0_g1_i1	TRINITY_DN16_c3_g1_i1
TRINITY_DN15518_c0_g1_i1	TRINITY_DN1921_c0_g1_i1	TRINITY_DN17006_c0_g1_i6
TRINITY_DN15541_c0_g1_i3	TRINITY_DN19224_c0_g1_i2	TRINITY_DN17008_c0_g2_i1
TRINITY_DN15545_c0_g1_i2	TRINITY_DN19224_c0_g3_i1	TRINITY_DN17013_c0_g1_i3
TRINITY_DN155480_c0_g2_i2	TRINITY_DN19231_c0_g1_i9	TRINITY_DN170218_c0_g1_i1
TRINITY_DN15550_c0_g1_i2	TRINITY_DN19241_c0_g1_i5	TRINITY_DN1702_c0_g2_i7
TRINITY_DN15556_c0_g1_i5	TRINITY_DN1924_c0_g1_i1	TRINITY_DN17034_c0_g1_i1
TRINITY_DN15556_c0_g1_i7	TRINITY_DN1924_c0_g1_i5	TRINITY_DN1703_c0_g2_i5
TRINITY_DN15556_c1_g1_i1	TRINITY_DN1924_c0_g1_i7	TRINITY_DN170456_c1_g1_i1
TRINITY_DN1555_c0_g2_i1	TRINITY_DN19265_c0_g1_i7	TRINITY_DN17058_c0_g1_i1
TRINITY_DN1555_c0_g3_i5	TRINITY_DN19268_c0_g1_i4	TRINITY_DN17059_c0_g4_i2
TRINITY_DN1555_c0_g6_i1	TRINITY_DN1926_c0_g5_i1	TRINITY_DN17063_c0_g1_i5
TRINITY_DN155629_c0_g1_i6	TRINITY_DN192702_c0_g1_i1	TRINITY_DN1706_c0_g1_i7
TRINITY_DN15563_c0_g1_i1	TRINITY_DN1927_c0_g1_i1	TRINITY_DN1707_c5_g1_i5
TRINITY_DN15571_c1_g1_i1	TRINITY_DN1927_c0_g2_i11	TRINITY_DN1707_c5_g1_i6
TRINITY_DN15576_c0_g1_i3	TRINITY_DN19285_c0_g1_i8	TRINITY_DN1707_c5_g1_i8
TRINITY_DN155821_c0_g1_i3	TRINITY_DN19285_c0_g2_i1	TRINITY_DN17083_c0_g2_i3
TRINITY_DN15584_c0_g1_i1	TRINITY_DN19305_c0_g2_i5	TRINITY_DN17083_c1_g1_i1
TRINITY_DN1558_c0_g1_i2	TRINITY_DN1930_c10_g1_i3	TRINITY_DN1708_c0_g1_i4
TRINITY_DN1558_c2_g2_i1	TRINITY_DN1930_c1_g3_i2	TRINITY_DN17096_c0_g1_i1
TRINITY_DN15590_c0_g2_i7	TRINITY_DN1930_c27_g1_i1	TRINITY_DN170_c0_g1_i3
TRINITY_DN15603_c0_g1_i7	TRINITY_DN19310_c0_g1_i2	TRINITY_DN17104_c0_g1_i2
TRINITY_DN15612_c0_g1_i1	TRINITY_DN193144_c0_g1_i1	TRINITY_DN17107_c0_g1_i8
TRINITY_DN15617_c0_g2_i1	TRINITY_DN19330_c0_g1_i1	TRINITY_DN1710_c0_g1_i9
TRINITY_DN1561_c0_g1_i4	TRINITY_DN19331_c0_g1_i3	TRINITY_DN1711_c0_g2_i3
TRINITY_DN15621_c0_g2_i1	TRINITY_DN19337_c0_g1_i5	TRINITY_DN1711_c0_g3_i2
TRINITY_DN1562_c0_g1_i3	TRINITY_DN1934_c0_g1_i12	TRINITY_DN1711_c0_g3_i4
TRINITY_DN15630_c0_g1_i7	TRINITY_DN193589_c0_g1_i1	TRINITY_DN1711_c0_g3_i5
TRINITY_DN15630_c1_g1_i1	TRINITY_DN19358_c0_g1_i6	TRINITY_DN1711_c19_g1_i2
TRINITY_DN15638_c0_g1_i1	TRINITY_DN19367_c0_g1_i3	TRINITY_DN1713_c5_g1_i3
TRINITY_DN15662_c0_g1_i4	TRINITY_DN19369_c0_g1_i1	TRINITY_DN17141_c0_g1_i9
TRINITY_DN1566_c0_g1_i1	TRINITY_DN1937_c0_g4_i1	TRINITY_DN17152_c0_g2_i7
TRINITY_DN15675_c0_g1_i9	TRINITY_DN1938_c0_g1_i5	TRINITY_DN17162_c0_g1_i1
TRINITY_DN15680_c2_g1_i5	TRINITY_DN19399_c0_g2_i1	TRINITY_DN17180_c0_g4_i1
TRINITY_DN15689_c0_g1_i2	TRINITY_DN19407_c0_g1_i4	TRINITY_DN17195_c0_g1_i9
TRINITY_DN1568_c0_g1_i4	TRINITY_DN1944_c1_g1_i3	TRINITY_DN17196_c0_g1_i1
TRINITY_DN1569_c1_g1_i2	TRINITY_DN1944_c1_g2_i1	TRINITY_DN172013_c0_g1_i2
TRINITY_DN1570_c0_g1_i3	TRINITY_DN1944_c2_g1_i6	TRINITY_DN172054_c2_g2_i1
TRINITY_DN1570_c0_g1_i4	TRINITY_DN194666_c0_g2_i1	TRINITY_DN1720_c0_g2_i1
TRINITY_DN15715_c0_g1_i2	TRINITY_DN19473_c0_g1_i1	TRINITY_DN1720_c1_g1_i8
TRINITY_DN1571_c0_g2_i13	TRINITY_DN1947_c0_g1_i7	TRINITY_DN1720_c2_g2_i5
TRINITY_DN1572_c0_g1_i9	TRINITY_DN194814_c0_g2_i1	TRINITY_DN172168_c0_g1_i1
TRINITY_DN1572_c0_g2_i6	TRINITY_DN194_c1_g1_i4	TRINITY_DN172171_c0_g1_i1
TRINITY_DN1572_c1_g2_i7	TRINITY_DN19504_c0_g1_i4	TRINITY_DN17217_c0_g2_i2
TRINITY_DN1572_c1_g2_i9	TRINITY_DN19508_c1_g1_i1	TRINITY_DN1721_c1_g1_i2
TRINITY_DN1574_c0_g3_i1	TRINITY_DN1950_c0_g1_i6	TRINITY_DN17245_c0_g1_i2
TRINITY_DN15750_c0_g2_i1	TRINITY_DN1950_c1_g1_i4	TRINITY_DN172491_c0_g1_i3
TRINITY_DN1575_c1_g3_i1	TRINITY_DN1950_c1_g2_i3	TRINITY_DN17259_c0_g1_i7
TRINITY_DN15760_c0_g1_i1	TRINITY_DN1950_c2_g1_i1	TRINITY_DN1725_c0_g3_i1
TRINITY_DN1576_c0_g4_i4	TRINITY_DN1950_c3_g1_i1	TRINITY_DN1725_c0_g5_i1
TRINITY_DN15785_c0_g1_i2	TRINITY_DN19510_c0_g1_i2	TRINITY_DN17287_c0_g1_i1
TRINITY_DN15790_c0_g1_i7	TRINITY_DN195152_c0_g2_i1	TRINITY_DN1728_c0_g2_i2
TRINITY_DN15790_c0_g2_i1	TRINITY_DN1951_c0_g1_i6	TRINITY_DN17291_c0_g1_i2
TRINITY_DN15795_c0_g1_i12	TRINITY_DN19541_c0_g3_i1	TRINITY_DN17293_c0_g2_i5
TRINITY_DN15799_c0_g2_i2	TRINITY_DN1954_c0_g2_i17	TRINITY_DN17295_c2_g1_i2
TRINITY_DN1579_c0_g1_i5	TRINITY_DN1954_c0_g2_i23	TRINITY_DN17295_c2_g2_i2
TRINITY_DN1579_c0_g1_i8	TRINITY_DN1954_c0_g3_i1	TRINITY_DN17297_c0_g1_i1
TRINITY_DN1580_c0_g2_i14	TRINITY_DN19552_c0_g1_i2	TRINITY_DN1729_c0_g1_i1
TRINITY_DN1580_c0_g2_i16	TRINITY_DN19579_c0_g2_i6	TRINITY_DN17307_c2_g1_i3
TRINITY_DN1580_c0_g2_i2	TRINITY_DN19582_c0_g1_i7	TRINITY_DN17319_c1_g2_i2
TRINITY_DN15811_c0_g1_i4	TRINITY_DN19585_c0_g2_i2	TRINITY_DN1731_c0_g1_i2
TRINITY_DN158209_c0_g1_i1	TRINITY_DN1960_c0_g1_i2	TRINITY_DN17339_c0_g1_i2
TRINITY_DN15823_c0_g1_i8	TRINITY_DN19617_c0_g1_i22	TRINITY_DN17352_c0_g1_i1
TRINITY_DN15823_c1_g2_i1	TRINITY_DN19621_c0_g1_i1	TRINITY_DN1736_c2_g1_i1
TRINITY_DN15825_c0_g1_i1	TRINITY_DN1962_c0_g2_i2	TRINITY_DN17371_c1_g1_i2
TRINITY_DN158324_c0_g1_i3	TRINITY_DN19631_c0_g1_i4	TRINITY_DN17376_c0_g3_i6
TRINITY_DN15833_c0_g1_i2	TRINITY_DN19632_c0_g1_i2	TRINITY_DN17377_c0_g1_i4
TRINITY_DN15837_c0_g2_i6	TRINITY_DN196686_c0_g1_i1	TRINITY_DN17393_c0_g1_i1
TRINITY_DN15839_c0_g2_i2	TRINITY_DN1966_c0_g1_i2	TRINITY_DN173_c1_g1_i1
TRINITY_DN1583_c0_g5_i1	TRINITY_DN19677_c0_g1_i9	TRINITY_DN174025_c0_g1_i1
TRINITY_DN1583_c0_g6_i1	TRINITY_DN19682_c1_g1_i1	TRINITY_DN174030_c0_g3_i1
TRINITY_DN15846_c0_g1_i1	TRINITY_DN1969_c0_g3_i1	TRINITY_DN17403_c1_g1_i4
TRINITY_DN1584_c0_g1_i1	TRINITY_DN197009_c0_g1_i1	TRINITY_DN174051_c0_g1_i1
TRINITY_DN1584_c0_g5_i3	TRINITY_DN19707_c0_g2_i1	TRINITY_DN17415_c0_g2_i1
TRINITY_DN15854_c0_g3_i1	TRINITY_DN197235_c0_g1_i1	TRINITY_DN17430_c0_g1_i1
TRINITY_DN15859_c0_g1_i2	TRINITY_DN1973_c0_g1_i8	TRINITY_DN17435_c0_g2_i1
TRINITY_DN1585_c5_g1_i1	TRINITY_DN19758_c0_g1_i2	TRINITY_DN174556_c0_g1_i1
TRINITY_DN15861_c0_g1_i5	TRINITY_DN19758_c0_g2_i2	TRINITY_DN17459_c0_g1_i1
TRINITY_DN15863_c0_g1_i10	TRINITY_DN1977_c1_g2_i1	TRINITY_DN1745_c0_g1_i6
TRINITY_DN15863_c0_g1_i6	TRINITY_DN197_c5_g1_i2	TRINITY_DN1746_c0_g2_i2
TRINITY_DN15886_c0_g1_i1	TRINITY_DN198120_c0_g1_i1	TRINITY_DN174729_c2_g1_i1
TRINITY_DN15895_c0_g2_i4	TRINITY_DN1981_c0_g1_i4	TRINITY_DN17472_c0_g3_i1
TRINITY_DN15897_c0_g1_i10	TRINITY_DN1982_c0_g1_i1	TRINITY_DN17483_c0_g2_i10
TRINITY_DN15897_c0_g1_i3	TRINITY_DN19830_c0_g1_i1	TRINITY_DN1748_c1_g1_i2
TRINITY_DN15897_c0_g1_i5	TRINITY_DN198604_c0_g1_i8	TRINITY_DN1749_c0_g1_i6
TRINITY_DN1589_c0_g1_i4	TRINITY_DN1986_c0_g2_i1	TRINITY_DN1750_c0_g2_i2
TRINITY_DN158_c0_g1_i5	TRINITY_DN19893_c0_g2_i1	TRINITY_DN1751_c0_g1_i1
TRINITY_DN1590_c0_g1_i3	TRINITY_DN19898_c0_g2_i1	TRINITY_DN1751_c0_g1_i3
TRINITY_DN1590_c0_g1_i4	TRINITY_DN19914_c0_g1_i5	TRINITY_DN17526_c1_g1_i1
TRINITY_DN15918_c0_g1_i1	TRINITY_DN19919_c0_g1_i4	TRINITY_DN17538_c0_g2_i2
TRINITY_DN1591_c0_g1_i2	TRINITY_DN1991_c0_g2_i6	TRINITY_DN1753_c0_g1_i9
