C0-V (29697 genes)	C1-V (28578 genes)
TRINITY_DN4125_c0_g1_i5	TRINITY_DN4359_c8_g3_i1
TRINITY_DN4125_c1_g3_i2	TRINITY_DN43605_c0_g1_i1
TRINITY_DN41260_c0_g2_i3	TRINITY_DN43607_c0_g1_i1
TRINITY_DN4126_c0_g1_i6	TRINITY_DN4360_c0_g1_i11
TRINITY_DN41278_c0_g3_i2	TRINITY_DN4360_c0_g1_i6
TRINITY_DN4127_c0_g1_i2	TRINITY_DN43613_c2_g1_i1
TRINITY_DN4127_c0_g2_i1	TRINITY_DN43624_c0_g1_i3
TRINITY_DN4127_c0_g4_i1	TRINITY_DN4364_c0_g1_i1
TRINITY_DN4127_c0_g4_i2	TRINITY_DN43657_c3_g4_i1
TRINITY_DN4127_c0_g4_i3	TRINITY_DN4365_c0_g1_i2
TRINITY_DN4127_c0_g4_i5	TRINITY_DN4365_c0_g1_i20
TRINITY_DN4128_c0_g1_i2	TRINITY_DN4365_c0_g1_i5
TRINITY_DN41295_c2_g1_i1	TRINITY_DN4365_c0_g1_i6
TRINITY_DN41297_c0_g1_i2	TRINITY_DN43674_c1_g1_i1
TRINITY_DN41299_c0_g1_i1	TRINITY_DN43674_c1_g1_i4
TRINITY_DN4129_c0_g1_i3	TRINITY_DN43677_c0_g1_i1
TRINITY_DN4129_c1_g1_i2	TRINITY_DN43679_c0_g1_i2
TRINITY_DN4129_c1_g2_i3	TRINITY_DN4367_c0_g1_i1
TRINITY_DN412_c0_g1_i1	TRINITY_DN4367_c0_g1_i6
TRINITY_DN412_c11_g1_i1	TRINITY_DN4367_c0_g2_i2
TRINITY_DN412_c1_g1_i5	TRINITY_DN43680_c0_g1_i1
TRINITY_DN412_c4_g1_i12	TRINITY_DN4368_c0_g1_i2
TRINITY_DN412_c4_g1_i13	TRINITY_DN4368_c0_g1_i4
TRINITY_DN412_c4_g1_i2	TRINITY_DN4368_c0_g2_i3
TRINITY_DN412_c4_g1_i9	TRINITY_DN4368_c0_g2_i4
TRINITY_DN412_c4_g2_i1	TRINITY_DN436_c0_g1_i2
TRINITY_DN412_c5_g1_i5	TRINITY_DN436_c2_g3_i1
TRINITY_DN412_c5_g1_i6	TRINITY_DN436_c9_g1_i1
TRINITY_DN412_c5_g2_i1	TRINITY_DN43722_c0_g1_i1
TRINITY_DN412_c5_g2_i2	TRINITY_DN43723_c0_g2_i1
TRINITY_DN412_c6_g2_i1	TRINITY_DN43724_c0_g1_i5
TRINITY_DN412_c7_g1_i5	TRINITY_DN43724_c0_g1_i6
TRINITY_DN412_c9_g1_i1	TRINITY_DN43726_c0_g1_i5
TRINITY_DN41301_c0_g1_i3	TRINITY_DN4372_c0_g1_i2
TRINITY_DN41301_c0_g2_i3	TRINITY_DN4372_c1_g1_i1
TRINITY_DN4130_c0_g1_i5	TRINITY_DN43733_c0_g1_i4
TRINITY_DN4130_c0_g2_i6	TRINITY_DN4373_c0_g1_i3
TRINITY_DN4130_c0_g2_i7	TRINITY_DN4373_c1_g1_i1
TRINITY_DN41315_c3_g1_i1	TRINITY_DN43746_c0_g1_i2
TRINITY_DN4131_c0_g1_i1	TRINITY_DN4374_c1_g1_i1
TRINITY_DN4131_c0_g1_i2	TRINITY_DN43758_c0_g1_i8
TRINITY_DN41328_c0_g1_i4	TRINITY_DN43769_c0_g1_i1
TRINITY_DN4133_c0_g1_i1	TRINITY_DN43775_c0_g1_i4
TRINITY_DN4133_c0_g2_i1	TRINITY_DN43778_c0_g1_i1
TRINITY_DN4134_c0_g1_i13	TRINITY_DN43779_c0_g1_i1
TRINITY_DN4134_c0_g1_i8	TRINITY_DN43779_c4_g1_i1
TRINITY_DN4135_c0_g1_i5	TRINITY_DN4377_c1_g2_i5
TRINITY_DN4137_c0_g1_i1	TRINITY_DN4377_c1_g2_i6
TRINITY_DN41383_c0_g1_i3	TRINITY_DN43785_c2_g1_i1
TRINITY_DN41384_c0_g2_i2	TRINITY_DN43790_c0_g1_i4
TRINITY_DN4138_c0_g1_i2	TRINITY_DN4379_c0_g1_i7
TRINITY_DN4138_c0_g1_i6	TRINITY_DN43802_c0_g1_i4
TRINITY_DN4138_c0_g3_i1	TRINITY_DN4380_c0_g2_i1
TRINITY_DN4138_c0_g3_i2	TRINITY_DN4381_c0_g1_i2
TRINITY_DN4138_c0_g4_i1	TRINITY_DN43820_c0_g1_i1
TRINITY_DN4138_c1_g1_i3	TRINITY_DN43827_c0_g1_i6
TRINITY_DN4138_c1_g1_i4	TRINITY_DN4382_c0_g3_i1
TRINITY_DN4138_c1_g1_i6	TRINITY_DN4382_c11_g1_i1
TRINITY_DN4139_c0_g1_i1	TRINITY_DN4382_c2_g1_i2
TRINITY_DN413_c0_g1_i4	TRINITY_DN43830_c1_g1_i1
TRINITY_DN413_c0_g1_i6	TRINITY_DN43835_c0_g1_i1
TRINITY_DN413_c0_g1_i7	TRINITY_DN43838_c0_g1_i10
TRINITY_DN413_c1_g3_i1	TRINITY_DN43838_c0_g1_i12
TRINITY_DN413_c1_g4_i5	TRINITY_DN43838_c0_g1_i2
TRINITY_DN413_c2_g1_i5	TRINITY_DN43838_c0_g1_i5
TRINITY_DN41401_c0_g1_i1	TRINITY_DN4384_c0_g1_i4
TRINITY_DN4141_c0_g1_i1	TRINITY_DN4384_c0_g1_i5
TRINITY_DN4141_c0_g1_i2	TRINITY_DN4384_c0_g1_i7
TRINITY_DN4141_c2_g4_i1	TRINITY_DN43852_c0_g1_i1
TRINITY_DN4141_c3_g1_i1	TRINITY_DN43863_c0_g1_i5
TRINITY_DN41429_c0_g1_i1	TRINITY_DN4386_c0_g1_i1
TRINITY_DN4142_c0_g1_i4	TRINITY_DN4386_c0_g1_i12
TRINITY_DN41446_c0_g1_i11	TRINITY_DN4386_c0_g1_i3
TRINITY_DN4144_c0_g1_i3	TRINITY_DN4386_c0_g1_i5
TRINITY_DN4144_c0_g1_i5	TRINITY_DN43871_c0_g1_i1
TRINITY_DN41456_c0_g1_i1	TRINITY_DN43886_c0_g1_i2
TRINITY_DN41459_c0_g1_i4	TRINITY_DN43886_c0_g1_i6
TRINITY_DN4145_c0_g2_i2	TRINITY_DN43892_c0_g1_i1
TRINITY_DN41461_c0_g1_i1	TRINITY_DN4389_c1_g1_i1
TRINITY_DN41463_c0_g1_i1	TRINITY_DN438_c0_g1_i10
TRINITY_DN4146_c0_g1_i3	TRINITY_DN438_c0_g1_i14
TRINITY_DN4147_c0_g2_i1	TRINITY_DN438_c0_g1_i9
TRINITY_DN41493_c0_g3_i1	TRINITY_DN438_c1_g1_i1
TRINITY_DN4149_c0_g1_i10	TRINITY_DN438_c5_g1_i1
TRINITY_DN4149_c0_g1_i11	TRINITY_DN43900_c0_g1_i2
TRINITY_DN4149_c0_g1_i14	TRINITY_DN43906_c0_g2_i3
TRINITY_DN4149_c0_g1_i2	TRINITY_DN4390_c3_g1_i1
TRINITY_DN4149_c0_g1_i5	TRINITY_DN4391_c0_g1_i3
TRINITY_DN4149_c0_g1_i6	TRINITY_DN4392_c0_g1_i8
TRINITY_DN4149_c0_g1_i7	TRINITY_DN4392_c0_g2_i1
TRINITY_DN414_c0_g1_i3	TRINITY_DN43931_c0_g1_i2
TRINITY_DN414_c0_g2_i6	TRINITY_DN43931_c1_g1_i1
TRINITY_DN414_c1_g2_i1	TRINITY_DN43934_c0_g2_i1
TRINITY_DN4150_c0_g1_i2	TRINITY_DN4393_c0_g1_i4
TRINITY_DN4150_c0_g1_i3	TRINITY_DN4393_c0_g3_i10
TRINITY_DN4150_c0_g2_i1	TRINITY_DN4393_c0_g3_i12
TRINITY_DN4150_c1_g1_i4	TRINITY_DN4393_c0_g3_i4
TRINITY_DN4150_c1_g1_i7	TRINITY_DN4393_c0_g3_i9
TRINITY_DN41516_c0_g1_i2	TRINITY_DN4393_c5_g1_i1
TRINITY_DN41517_c0_g2_i4	TRINITY_DN43944_c0_g2_i1
TRINITY_DN4151_c2_g2_i2	TRINITY_DN43954_c1_g2_i1
TRINITY_DN41524_c0_g1_i5	TRINITY_DN43961_c1_g1_i2
TRINITY_DN41525_c0_g1_i1	TRINITY_DN4396_c0_g1_i2
TRINITY_DN4152_c1_g1_i3	TRINITY_DN43971_c0_g1_i2
TRINITY_DN4153_c0_g2_i1	TRINITY_DN43971_c1_g1_i1
TRINITY_DN4153_c3_g1_i1	TRINITY_DN43978_c0_g1_i3
TRINITY_DN4153_c4_g1_i1	TRINITY_DN4397_c0_g1_i1
TRINITY_DN41541_c0_g3_i1	TRINITY_DN4397_c0_g1_i4
TRINITY_DN41548_c1_g1_i1	TRINITY_DN4397_c0_g2_i1
TRINITY_DN41549_c0_g1_i1	TRINITY_DN43981_c0_g1_i3
TRINITY_DN4154_c0_g1_i2	TRINITY_DN43982_c0_g1_i1
TRINITY_DN4154_c0_g1_i3	TRINITY_DN4398_c0_g1_i2
TRINITY_DN4155_c0_g2_i5	TRINITY_DN4398_c0_g1_i9
TRINITY_DN4155_c0_g4_i3	TRINITY_DN43990_c0_g3_i1
TRINITY_DN4156_c0_g6_i1	TRINITY_DN439_c0_g1_i5
TRINITY_DN41576_c0_g2_i1	TRINITY_DN439_c0_g1_i7
TRINITY_DN4157_c0_g2_i9	TRINITY_DN439_c0_g1_i9
TRINITY_DN4158_c0_g1_i5	TRINITY_DN439_c11_g1_i7
TRINITY_DN4158_c0_g2_i1	TRINITY_DN439_c1_g1_i11
TRINITY_DN4158_c0_g2_i5	TRINITY_DN439_c1_g1_i14
TRINITY_DN4158_c1_g1_i1	TRINITY_DN439_c1_g1_i15
TRINITY_DN4158_c2_g1_i1	TRINITY_DN439_c1_g1_i4
TRINITY_DN4159_c0_g1_i1	TRINITY_DN439_c1_g1_i7
TRINITY_DN4159_c0_g2_i1	TRINITY_DN43_c0_g2_i1
TRINITY_DN4159_c0_g2_i2	TRINITY_DN43_c1_g1_i2
TRINITY_DN4159_c1_g1_i15	TRINITY_DN43_c1_g1_i3
TRINITY_DN4159_c1_g1_i16	TRINITY_DN43_c1_g1_i4
TRINITY_DN4159_c1_g1_i3	TRINITY_DN43_c1_g1_i6
TRINITY_DN415_c0_g1_i4	TRINITY_DN43_c1_g3_i2
TRINITY_DN41609_c0_g1_i2	TRINITY_DN43_c1_g3_i3
TRINITY_DN4160_c0_g4_i2	TRINITY_DN44001_c0_g1_i1
TRINITY_DN4160_c0_g5_i1	TRINITY_DN4400_c0_g1_i10
TRINITY_DN4161_c0_g1_i2	TRINITY_DN4400_c0_g1_i9
TRINITY_DN4161_c0_g2_i3	TRINITY_DN4400_c0_g2_i2
TRINITY_DN4161_c1_g1_i9	TRINITY_DN4400_c0_g2_i3
TRINITY_DN4162_c0_g2_i2	TRINITY_DN4400_c0_g2_i4
TRINITY_DN41630_c0_g2_i1	TRINITY_DN4401_c0_g1_i2
TRINITY_DN41635_c2_g1_i2	TRINITY_DN44028_c0_g1_i1
TRINITY_DN4163_c0_g2_i4	TRINITY_DN4402_c0_g1_i1
TRINITY_DN4163_c0_g2_i8	TRINITY_DN44049_c0_g1_i14
TRINITY_DN4163_c0_g3_i1	TRINITY_DN44051_c0_g1_i1
TRINITY_DN4163_c1_g1_i4	TRINITY_DN44056_c0_g3_i2
TRINITY_DN41640_c0_g2_i1	TRINITY_DN44057_c0_g1_i4
TRINITY_DN41652_c1_g3_i1	TRINITY_DN44058_c0_g1_i1
TRINITY_DN41655_c0_g2_i1	TRINITY_DN4405_c0_g1_i8
TRINITY_DN41655_c0_g2_i2	TRINITY_DN44068_c0_g1_i1
TRINITY_DN4165_c0_g1_i3	TRINITY_DN4406_c0_g2_i7
TRINITY_DN4165_c0_g1_i8	TRINITY_DN4406_c0_g2_i9
TRINITY_DN4167_c0_g1_i3	TRINITY_DN4408_c5_g1_i1
TRINITY_DN4168_c0_g1_i1	TRINITY_DN44090_c0_g1_i1
TRINITY_DN41691_c0_g1_i2	TRINITY_DN440_c1_g1_i2
TRINITY_DN41691_c0_g1_i3	TRINITY_DN440_c2_g1_i1
TRINITY_DN41691_c0_g1_i5	TRINITY_DN440_c2_g1_i3
TRINITY_DN41691_c0_g1_i9	TRINITY_DN440_c2_g2_i2
TRINITY_DN41693_c0_g1_i5	TRINITY_DN440_c2_g3_i1
TRINITY_DN41698_c0_g1_i1	TRINITY_DN440_c3_g1_i4
TRINITY_DN4169_c0_g1_i1	TRINITY_DN440_c3_g3_i2
TRINITY_DN4169_c0_g1_i10	TRINITY_DN44101_c1_g1_i2
TRINITY_DN4169_c0_g1_i2	TRINITY_DN44106_c0_g2_i1
TRINITY_DN4169_c0_g1_i5	TRINITY_DN44106_c0_g2_i3
TRINITY_DN4169_c0_g4_i1	TRINITY_DN44108_c0_g1_i4
TRINITY_DN41701_c1_g2_i1	TRINITY_DN44109_c1_g2_i1
TRINITY_DN4170_c0_g1_i3	TRINITY_DN4410_c0_g1_i1
TRINITY_DN41712_c0_g1_i2	TRINITY_DN4410_c0_g1_i2
TRINITY_DN4171_c0_g1_i5	TRINITY_DN4410_c0_g2_i1
TRINITY_DN4171_c8_g1_i1	TRINITY_DN44119_c0_g1_i7
TRINITY_DN4172_c0_g1_i1	TRINITY_DN44124_c0_g1_i2
TRINITY_DN4172_c0_g1_i15	TRINITY_DN44127_c0_g6_i2
TRINITY_DN4172_c0_g1_i7	TRINITY_DN44127_c1_g1_i1
TRINITY_DN41730_c0_g2_i1	TRINITY_DN44132_c1_g1_i3
TRINITY_DN41732_c3_g1_i1	TRINITY_DN44135_c0_g1_i11
TRINITY_DN4173_c8_g1_i1	TRINITY_DN44135_c0_g1_i2
TRINITY_DN4174_c0_g1_i3	TRINITY_DN4413_c0_g1_i6
TRINITY_DN4174_c0_g1_i6	TRINITY_DN4413_c0_g1_i7
TRINITY_DN41753_c0_g1_i1	TRINITY_DN44140_c0_g1_i1
TRINITY_DN41753_c0_g1_i2	TRINITY_DN44145_c0_g2_i1
TRINITY_DN41753_c0_g1_i3	TRINITY_DN44145_c0_g5_i1
TRINITY_DN4175_c1_g1_i1	TRINITY_DN4414_c0_g1_i5
TRINITY_DN4175_c1_g1_i10	TRINITY_DN44153_c0_g2_i1
TRINITY_DN4175_c1_g1_i4	TRINITY_DN4417_c1_g1_i1
TRINITY_DN4175_c1_g1_i5	TRINITY_DN4417_c1_g1_i2
TRINITY_DN41775_c0_g1_i1	TRINITY_DN44186_c0_g1_i1
TRINITY_DN41775_c0_g4_i1	TRINITY_DN44187_c1_g4_i1
TRINITY_DN4177_c2_g1_i1	TRINITY_DN44193_c0_g1_i6
TRINITY_DN41782_c3_g1_i1	TRINITY_DN44195_c0_g1_i1
TRINITY_DN41787_c0_g1_i8	TRINITY_DN4419_c0_g1_i7
TRINITY_DN4179_c0_g1_i1	TRINITY_DN441_c0_g1_i1
TRINITY_DN417_c0_g2_i2	TRINITY_DN441_c1_g1_i3
TRINITY_DN417_c0_g2_i4	TRINITY_DN441_c1_g1_i9
TRINITY_DN4180_c0_g2_i1	TRINITY_DN44205_c0_g1_i1
TRINITY_DN41813_c0_g2_i1	TRINITY_DN44206_c0_g3_i1
TRINITY_DN41814_c0_g2_i3	TRINITY_DN44209_c0_g1_i8
TRINITY_DN41816_c0_g1_i1	TRINITY_DN4421_c2_g1_i1
TRINITY_DN41816_c0_g1_i2	TRINITY_DN44220_c0_g4_i1
TRINITY_DN4182_c0_g1_i2	TRINITY_DN44221_c0_g1_i1
TRINITY_DN4182_c0_g1_i3	TRINITY_DN4422_c0_g1_i4
TRINITY_DN4182_c0_g1_i8	TRINITY_DN4422_c0_g1_i5
TRINITY_DN4182_c0_g2_i1	TRINITY_DN44236_c0_g1_i2
TRINITY_DN4182_c1_g1_i3	TRINITY_DN44237_c0_g1_i1
TRINITY_DN4183_c0_g1_i1	TRINITY_DN44238_c0_g1_i1
TRINITY_DN41842_c0_g1_i1	TRINITY_DN4423_c0_g1_i1
TRINITY_DN4184_c0_g1_i1	TRINITY_DN4423_c0_g2_i1
TRINITY_DN4184_c0_g1_i2	TRINITY_DN4423_c0_g2_i3
TRINITY_DN41852_c1_g1_i2	TRINITY_DN4423_c0_g3_i3
TRINITY_DN41854_c0_g1_i2	TRINITY_DN4423_c0_g3_i7
TRINITY_DN4186_c0_g1_i2	TRINITY_DN4424_c0_g3_i4
TRINITY_DN4186_c0_g2_i2	TRINITY_DN44253_c0_g1_i1
TRINITY_DN41875_c0_g1_i5	TRINITY_DN44257_c0_g1_i1
TRINITY_DN41875_c1_g1_i1	TRINITY_DN44257_c0_g2_i4
TRINITY_DN4187_c0_g1_i1	TRINITY_DN4425_c0_g1_i4
TRINITY_DN4187_c0_g1_i3	TRINITY_DN4425_c0_g1_i5
TRINITY_DN4187_c0_g1_i7	TRINITY_DN4425_c1_g1_i6
TRINITY_DN4187_c0_g1_i8	TRINITY_DN44266_c0_g1_i2
TRINITY_DN4187_c0_g2_i1	TRINITY_DN4426_c0_g1_i2
TRINITY_DN4187_c0_g4_i1	TRINITY_DN4426_c0_g1_i8
TRINITY_DN4187_c1_g1_i4	TRINITY_DN44277_c0_g1_i1
TRINITY_DN4188_c0_g1_i1	TRINITY_DN4427_c0_g1_i1
TRINITY_DN4188_c0_g1_i7	TRINITY_DN44284_c1_g1_i1
TRINITY_DN41893_c0_g1_i4	TRINITY_DN44284_c4_g1_i1
TRINITY_DN41893_c0_g2_i1	TRINITY_DN4428_c0_g1_i7
TRINITY_DN41899_c2_g1_i1	TRINITY_DN4428_c0_g3_i1
TRINITY_DN4189_c0_g1_i3	TRINITY_DN442_c1_g1_i3
TRINITY_DN4189_c0_g1_i9	TRINITY_DN442_c1_g1_i6
TRINITY_DN418_c0_g1_i1	TRINITY_DN442_c1_g2_i1
TRINITY_DN418_c0_g1_i12	TRINITY_DN4430_c0_g2_i10
TRINITY_DN418_c0_g1_i17	TRINITY_DN4430_c0_g2_i2
TRINITY_DN418_c0_g1_i23	TRINITY_DN44313_c0_g1_i6
TRINITY_DN418_c0_g1_i25	TRINITY_DN44313_c0_g3_i1
TRINITY_DN418_c0_g1_i26	TRINITY_DN4433_c0_g2_i1
TRINITY_DN418_c0_g1_i27	TRINITY_DN4433_c0_g2_i3
TRINITY_DN418_c0_g1_i7	TRINITY_DN44356_c0_g1_i1
TRINITY_DN41906_c0_g1_i5	TRINITY_DN44357_c0_g1_i2
TRINITY_DN41909_c0_g2_i1	TRINITY_DN44357_c0_g2_i1
TRINITY_DN4190_c0_g1_i2	TRINITY_DN4435_c2_g1_i5
TRINITY_DN41915_c0_g1_i1	TRINITY_DN44360_c0_g1_i2
TRINITY_DN41923_c0_g1_i1	TRINITY_DN44364_c0_g1_i2
TRINITY_DN4193_c0_g1_i17	TRINITY_DN44376_c0_g1_i5
TRINITY_DN4193_c0_g1_i4	TRINITY_DN4437_c0_g1_i1
TRINITY_DN41945_c0_g1_i6	TRINITY_DN44382_c0_g1_i2
TRINITY_DN4194_c0_g2_i1	TRINITY_DN4438_c0_g2_i4
TRINITY_DN4194_c1_g1_i8	TRINITY_DN4439_c0_g1_i2
TRINITY_DN4194_c1_g2_i6	TRINITY_DN4439_c0_g1_i3
TRINITY_DN41954_c0_g1_i1	TRINITY_DN4439_c1_g1_i1
TRINITY_DN41962_c0_g1_i2	TRINITY_DN443_c0_g1_i1
TRINITY_DN4196_c0_g1_i3	TRINITY_DN443_c0_g1_i6
TRINITY_DN4198_c0_g1_i3	TRINITY_DN443_c0_g1_i9
TRINITY_DN41993_c0_g2_i1	TRINITY_DN44401_c0_g1_i2
TRINITY_DN41993_c0_g3_i1	TRINITY_DN4440_c0_g1_i2
TRINITY_DN41999_c1_g4_i1	TRINITY_DN44416_c0_g1_i1
TRINITY_DN4199_c0_g2_i1	TRINITY_DN44421_c0_g1_i1
TRINITY_DN41_c4_g1_i1	TRINITY_DN44424_c0_g1_i1
TRINITY_DN4200_c0_g1_i9	TRINITY_DN44427_c0_g1_i1
TRINITY_DN4201_c0_g1_i13	TRINITY_DN44442_c0_g4_i1
TRINITY_DN4201_c0_g1_i2	TRINITY_DN44445_c1_g1_i1
TRINITY_DN42028_c0_g1_i2	TRINITY_DN44451_c0_g1_i1
TRINITY_DN4202_c1_g1_i1	TRINITY_DN44454_c1_g1_i7
TRINITY_DN42039_c0_g2_i2	TRINITY_DN44454_c1_g3_i1
TRINITY_DN42039_c0_g3_i1	TRINITY_DN4445_c0_g1_i1
TRINITY_DN4203_c0_g1_i2	TRINITY_DN4445_c0_g1_i2
TRINITY_DN42043_c1_g2_i1	TRINITY_DN4445_c0_g1_i5
TRINITY_DN42048_c0_g1_i1	TRINITY_DN4445_c0_g1_i6
TRINITY_DN42058_c0_g1_i1	TRINITY_DN4445_c0_g2_i1
TRINITY_DN4205_c0_g1_i6	TRINITY_DN4445_c0_g2_i2
TRINITY_DN4205_c0_g1_i7	TRINITY_DN4445_c0_g2_i4
TRINITY_DN4206_c0_g1_i7	TRINITY_DN4445_c0_g2_i8
TRINITY_DN42074_c0_g1_i3	TRINITY_DN4445_c0_g2_i9
TRINITY_DN4207_c0_g1_i1	TRINITY_DN4445_c0_g3_i1
TRINITY_DN4207_c0_g1_i2	TRINITY_DN4445_c0_g3_i2
TRINITY_DN42081_c0_g1_i2	TRINITY_DN4446_c0_g2_i1
TRINITY_DN42082_c0_g1_i2	TRINITY_DN44471_c0_g1_i7
TRINITY_DN4208_c0_g1_i11	TRINITY_DN44471_c0_g1_i9
TRINITY_DN4208_c0_g1_i5	TRINITY_DN4447_c0_g1_i1
TRINITY_DN4208_c0_g1_i6	TRINITY_DN44485_c0_g1_i3
TRINITY_DN4208_c7_g1_i1	TRINITY_DN44487_c0_g1_i9
TRINITY_DN42096_c0_g1_i1	TRINITY_DN44494_c0_g1_i1
TRINITY_DN42098_c0_g1_i1	TRINITY_DN44494_c0_g1_i5
TRINITY_DN42098_c0_g2_i1	TRINITY_DN4449_c0_g1_i1
TRINITY_DN420_c0_g1_i7	TRINITY_DN4449_c0_g1_i2
TRINITY_DN42112_c0_g2_i1	TRINITY_DN4449_c1_g1_i1
TRINITY_DN4211_c0_g3_i1	TRINITY_DN4449_c1_g1_i3
TRINITY_DN42122_c0_g1_i1	TRINITY_DN4449_c1_g1_i5
TRINITY_DN42122_c0_g3_i1	TRINITY_DN444_c0_g1_i1
TRINITY_DN42122_c0_g4_i1	TRINITY_DN444_c0_g1_i2
TRINITY_DN4213_c0_g1_i1	TRINITY_DN444_c0_g1_i3
TRINITY_DN4213_c0_g1_i6	TRINITY_DN444_c1_g1_i1
TRINITY_DN4213_c0_g2_i2	TRINITY_DN4450_c0_g2_i1
TRINITY_DN42156_c0_g1_i1	TRINITY_DN4450_c0_g2_i2
TRINITY_DN42158_c0_g1_i1	TRINITY_DN4450_c0_g2_i3
TRINITY_DN42160_c0_g2_i1	TRINITY_DN4450_c0_g2_i4
TRINITY_DN4216_c0_g1_i5	TRINITY_DN4451_c0_g1_i1
TRINITY_DN4216_c1_g1_i17	TRINITY_DN4451_c1_g1_i6
TRINITY_DN4216_c1_g1_i2	TRINITY_DN44523_c0_g1_i1
TRINITY_DN42172_c1_g1_i5	TRINITY_DN44523_c0_g1_i10
TRINITY_DN42172_c1_g2_i1	TRINITY_DN4452_c0_g1_i5
TRINITY_DN42184_c3_g1_i1	TRINITY_DN44530_c0_g1_i1
TRINITY_DN4218_c0_g1_i3	TRINITY_DN44535_c0_g3_i1
TRINITY_DN42191_c0_g1_i1	TRINITY_DN4453_c0_g1_i1
TRINITY_DN42192_c0_g2_i1	TRINITY_DN4453_c0_g1_i12
TRINITY_DN42192_c0_g2_i2	TRINITY_DN4453_c0_g1_i13
TRINITY_DN42193_c0_g2_i1	TRINITY_DN4453_c0_g1_i6
TRINITY_DN4219_c0_g1_i1	TRINITY_DN4453_c0_g1_i7
TRINITY_DN4219_c0_g1_i3	TRINITY_DN4453_c0_g1_i8
TRINITY_DN421_c0_g1_i10	TRINITY_DN44541_c0_g1_i3
TRINITY_DN421_c0_g1_i7	TRINITY_DN44541_c0_g1_i4
TRINITY_DN421_c0_g1_i9	TRINITY_DN44541_c0_g1_i5
TRINITY_DN42218_c0_g1_i1	TRINITY_DN4454_c0_g2_i1
TRINITY_DN42218_c0_g1_i3	TRINITY_DN4454_c0_g2_i3
TRINITY_DN4221_c0_g2_i13	TRINITY_DN44556_c0_g1_i3
TRINITY_DN4224_c0_g1_i1	TRINITY_DN4455_c0_g1_i4
TRINITY_DN4224_c2_g1_i1	TRINITY_DN4456_c0_g2_i1
TRINITY_DN4225_c0_g1_i3	TRINITY_DN4456_c7_g1_i1
TRINITY_DN42262_c1_g1_i2	TRINITY_DN4457_c0_g1_i1
TRINITY_DN42269_c0_g1_i3	TRINITY_DN4457_c0_g1_i10
TRINITY_DN4226_c0_g1_i1	TRINITY_DN44580_c0_g2_i1
TRINITY_DN4227_c0_g1_i3	TRINITY_DN44580_c3_g3_i1
TRINITY_DN4229_c1_g2_i4	TRINITY_DN44580_c4_g1_i1
TRINITY_DN4229_c1_g2_i5	TRINITY_DN44581_c0_g1_i3
TRINITY_DN422_c0_g1_i8	TRINITY_DN4458_c0_g1_i10
TRINITY_DN422_c1_g2_i13	TRINITY_DN44590_c0_g1_i2
TRINITY_DN422_c1_g2_i3	TRINITY_DN44595_c0_g1_i7
TRINITY_DN422_c1_g2_i9	TRINITY_DN44596_c0_g3_i1
TRINITY_DN422_c2_g1_i2	TRINITY_DN44598_c1_g2_i1
TRINITY_DN422_c3_g2_i3	TRINITY_DN44598_c1_g2_i3
TRINITY_DN42301_c0_g1_i1	TRINITY_DN44598_c1_g2_i4
TRINITY_DN4230_c0_g1_i1	TRINITY_DN44598_c1_g3_i3
TRINITY_DN4230_c0_g2_i1	TRINITY_DN4459_c0_g1_i3
TRINITY_DN42325_c0_g1_i2	TRINITY_DN445_c1_g1_i1
TRINITY_DN42325_c0_g1_i4	TRINITY_DN445_c3_g1_i1
TRINITY_DN42325_c0_g1_i6	TRINITY_DN44604_c0_g1_i1
TRINITY_DN4233_c0_g1_i1	TRINITY_DN44604_c3_g1_i1
TRINITY_DN4233_c0_g2_i1	TRINITY_DN44608_c0_g2_i1
TRINITY_DN42343_c0_g1_i1	TRINITY_DN4460_c0_g1_i9
TRINITY_DN4234_c0_g2_i1	TRINITY_DN44616_c0_g1_i1
TRINITY_DN4234_c0_g3_i1	TRINITY_DN44616_c2_g1_i1
TRINITY_DN4234_c0_g3_i7	TRINITY_DN44629_c0_g1_i1
TRINITY_DN4234_c4_g1_i1	TRINITY_DN44635_c1_g1_i1
TRINITY_DN42350_c1_g1_i6	TRINITY_DN4463_c0_g1_i1
TRINITY_DN42362_c0_g1_i2	TRINITY_DN4463_c0_g1_i5
TRINITY_DN42365_c0_g1_i11	TRINITY_DN4463_c0_g1_i9
TRINITY_DN4237_c0_g1_i3	TRINITY_DN44644_c0_g1_i5
TRINITY_DN4237_c1_g1_i3	TRINITY_DN4464_c0_g2_i2
TRINITY_DN4237_c1_g1_i6	TRINITY_DN44671_c0_g1_i2
TRINITY_DN4237_c1_g1_i7	TRINITY_DN44675_c0_g2_i1
TRINITY_DN42381_c0_g1_i1	TRINITY_DN4467_c1_g1_i1
TRINITY_DN42383_c0_g1_i1	TRINITY_DN44684_c0_g1_i1
TRINITY_DN4238_c0_g2_i3	TRINITY_DN44695_c0_g1_i1
TRINITY_DN423_c0_g1_i2	TRINITY_DN446_c0_g1_i11
TRINITY_DN423_c0_g1_i5	TRINITY_DN446_c0_g1_i16
TRINITY_DN423_c2_g1_i1	TRINITY_DN446_c0_g1_i3
TRINITY_DN42401_c0_g1_i2	TRINITY_DN446_c0_g1_i5
TRINITY_DN42406_c0_g1_i4	TRINITY_DN446_c0_g1_i9
