transcript_id TPM FPKM fold.change log2.FC
TRINITY_DN146631_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN146651_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN146746_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN146809_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN1469_c0_g1_i8 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN147098_c1_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14711_c1_g2_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14720_c0_g1_i11 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN147240_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN14724_c0_g1_i9 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN147745_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN14790_c0_g1_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN14820_c0_g1_i9 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN148485_c0_g2_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN14848_c1_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN1484_c0_g2_i3 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN14852_c0_g1_i11 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1485_c0_g1_i8 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN148892_c0_g1_i1 0.03 0.02 0.0172145269050599 -5.86022965691236
TRINITY_DN149002_c0_g3_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN149262_c2_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN14955_c0_g3_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN14971_c1_g1_i3 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN149870_c0_g2_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN149929_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN149996_c3_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN15066_c0_g1_i6 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN150815_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN15086_c3_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN151176_c0_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN151404_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1517_c0_g1_i10 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN151931_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN1520_c0_g1_i28 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN15226_c0_g3_i4 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN1524_c2_g1_i4 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN1530_c0_g2_i2 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN1532_c0_g1_i9 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN15429_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN15452_c0_g1_i13 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1545_c0_g2_i5 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN15478_c1_g1_i1 0.03 0.02 0.0172145269050599 -5.86022965691236
TRINITY_DN155022_c0_g1_i4 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN15537_c2_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN155387_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
